round,global_acc,local_c00,local_c01,local_c02,local_c03,local_c04,local_c05,local_c06,local_c07,local_c08,local_c09,local_c10,local_c11,local_c12,local_c13,local_c14,local_c15,local_c16,local_c17,local_c18,local_c19
0,0.1896,0.2738430069036052,0.22709040419623572,0.08807511737089202,0.042071197411003236,0.014465408805031447,0.07634730538922156,0.2936170212765957,0.13571869216533003,0.18277010947168015,0.03125,0.04794933655006031,0.19273743016759776,0.08777270421106037,0.12598425196850394,0.011673151750972763,0.4862920474431266,0.11582491582491583,0.4028945824369255,0.1878453038674033,0.058823529411764705
1,0.2179,0.4561493224239325,0.25948781240357915,0.02629107981220657,0.038834951456310676,0.01761006289308176,0.038922155688622756,0.3425531914893617,0.2720542874768661,0.4221799143265112,0.05357142857142857,0.10283474065138722,0.36312849162011174,0.106544901065449,0.10236220472440945,0.032518065591995556,0.18510596927863116,0.032996632996632996,0.7314688050068453,0.07734806629834254,0.11502435369052079
2,0.2328,0.4673996420352851,0.2641160135760568,0.07323943661971831,0.042071197411003236,0.018867924528301886,0.05089820359281437,0.40354609929078017,0.28007402837754475,0.46644455021418374,0.07589285714285714,0.10554885404101327,0.441340782122905,0.1293759512937595,0.09448818897637795,0.032795997776542525,0.15341240521096636,0.025813692480359147,0.7621748484255818,0.07734806629834254,0.14743349569127015
3,0.273,0.4584505241626183,0.2644245603208886,0.20075117370892018,0.05825242718446602,0.028930817610062894,0.07634730538922156,0.5283687943262412,0.2769895126465145,0.5121370775821038,0.09821428571428571,0.11700844390832328,0.5335195530726257,0.23693556570268898,0.09448818897637795,0.032795997776542525,0.24440987750340268,0.0734006734006734,0.7656952865245453,0.13812154696132597,0.18902210565754965
4,0.3561,0.39861927895678856,0.236346806541191,0.363943661971831,0.06796116504854369,0.0830188679245283,0.12125748502994012,0.6028368794326241,0.25971622455274523,0.558305568776773,0.16517857142857142,0.20174909529553678,0.5782122905027933,0.48148148148148145,0.15748031496062992,0.03140633685380767,0.42173828504763755,0.37755331088664423,0.6999804420105613,0.4088397790055249,0.29074559760209817
5,0.3967,0.34160061365379696,0.21999382906510337,0.46816901408450706,0.09385113268608414,0.24276729559748428,0.18413173652694612,0.5794326241134752,0.24120913016656384,0.544026653974298,0.2544642857142857,0.31936067551266584,0.5502793296089385,0.5733130390664637,0.2047244094488189,0.04974986103390772,0.47695897336185106,0.5129068462401796,0.5867396831605711,0.47513812154696133,0.367740726863994
6,0.4245,0.365124009204807,0.2730638691761802,0.5074178403755869,0.13915857605177995,0.3660377358490566,0.27095808383233533,0.599290780141844,0.24120913016656384,0.5373631603998096,0.36160714285714285,0.41857659831121835,0.547486033519553,0.5722983257229832,0.28346456692913385,0.08782657031684268,0.49037526735368464,0.522334455667789,0.5474281243888128,0.4972375690607735,0.410828025477707
7,0.4545,0.43492712861160826,0.3640851589015736,0.5190610328638497,0.18122977346278318,0.46352201257861636,0.3502994011976048,0.6063829787234043,0.29549660703269587,0.5406949071870538,0.4642857142857143,0.4758745476477684,0.5754189944134078,0.5377980720446474,0.31496062992125984,0.14841578654808227,0.4987361462181606,0.49023569023569025,0.57187561118717,0.49171270718232046,0.4145747470962907
8,0.4714,0.4888775249296855,0.41962357297130515,0.528262910798122,0.2524271844660194,0.5113207547169811,0.4041916167664671,0.6319148936170212,0.36520666255397904,0.5506901475487863,0.49107142857142855,0.5220144752714113,0.61731843575419,0.5215626585489599,0.3937007874015748,0.2254030016675931,0.49251409683064357,0.4415263748597082,0.6248777625660082,0.4972375690607735,0.39977519670288497
9,0.4865,0.5374584505241626,0.4424560320888615,0.5630046948356807,0.28802588996763756,0.5075471698113208,0.41467065868263475,0.6524822695035462,0.40900678593460826,0.5592574964302713,0.5401785714285714,0.5283474065138721,0.6564245810055865,0.5114155251141552,0.3858267716535433,0.2573652028904947,0.4794866809255299,0.4161616161616162,0.677097594367299,0.46408839779005523,0.3759835144248782
