round,flagged_count,flagged_layer3_count,flagged_layer4_count,flagged_client_ids,flagged_layer3_ids,flagged_layer4_ids,global_acc
0,0,0,0,,,,0.1909
1,0,0,0,,,,0.2134
2,0,0,0,,,,0.2951
3,0,0,0,,,,0.3759
4,0,0,0,,,,0.4235
5,0,0,0,,,,0.446
6,0,0,0,,,,0.4815
7,0,0,0,,,,0.5087
8,0,0,0,,,,0.5162
9,0,0,0,,,,0.547
10,0,0,0,,,,0.5507
11,0,0,0,,,,0.5757
12,0,0,0,,,,0.5783
13,0,0,0,,,,0.6008
14,0,0,0,,,,0.5959
15,0,0,0,,,,0.613
16,0,0,0,,,,0.6138
17,0,0,0,,,,0.626
18,0,0,0,,,,0.6251
19,0,0,0,,,,0.6279
20,0,0,0,,,,0.6436
21,0,0,0,,,,0.6488
22,0,0,0,,,,0.6519
23,0,0,0,,,,0.6539
24,0,0,0,,,,0.6505
25,0,0,0,,,,0.6558
26,0,0,0,,,,0.6578
27,0,0,0,,,,0.6625
28,0,0,0,,,,0.6642
29,0,0,0,,,,0.672
30,0,0,0,,,,0.668
31,0,0,0,,,,0.6709
32,0,0,0,,,,0.6771
33,0,0,0,,,,0.6754
34,0,0,0,,,,0.6797
35,0,0,0,,,,0.6847
36,0,0,0,,,,0.6834
37,0,0,0,,,,0.682
38,0,0,0,,,,0.6876
39,0,0,0,,,,0.6887
40,0,0,0,,,,0.6906
41,0,0,0,,,,0.6935
42,0,0,0,,,,0.6914
43,0,0,0,,,,0.6972
44,0,0,0,,,,0.6943
45,0,0,0,,,,0.6983
46,0,0,0,,,,0.6973
47,0,0,0,,,,0.6977
48,0,0,0,,,,0.7024
49,0,0,0,,,,0.7018
50,0,0,0,,,,0.7039
51,0,0,0,,,,0.706
52,0,0,0,,,,0.7048
53,0,0,0,,,,0.7056
54,0,0,0,,,,0.7046
55,0,0,0,,,,0.707
56,0,0,0,,,,0.7041
57,0,0,0,,,,0.709
58,0,0,0,,,,0.7097
59,0,0,0,,,,0.7094
60,0,0,0,,,,0.7087
61,0,0,0,,,,0.7113
62,0,0,0,,,,0.7142
63,0,0,0,,,,0.7109
64,0,0,0,,,,0.7152
65,0,0,0,,,,0.7103
66,0,0,0,,,,0.7126
67,0,0,0,,,,0.7126
68,0,0,0,,,,0.7142
69,0,0,0,,,,0.7138
70,0,0,0,,,,0.7153
71,0,0,0,,,,0.7134
72,0,0,0,,,,0.7115
73,0,0,0,,,,0.713
74,0,0,0,,,,0.7139
75,0,0,0,,,,0.7121
76,0,0,0,,,,0.71
77,0,0,0,,,,0.717
78,0,0,0,,,,0.7176
79,0,0,0,,,,0.7147
80,0,0,0,,,,0.7139
81,0,0,0,,,,0.7114
82,0,0,0,,,,0.7175
83,0,0,0,,,,0.7134
84,0,0,0,,,,0.7159
85,0,0,0,,,,0.7154
86,0,0,0,,,,0.7154
87,0,0,0,,,,0.7157
88,0,0,0,,,,0.716
89,0,0,0,,,,0.715
90,0,0,0,,,,0.7126
91,0,0,0,,,,0.7168
92,0,0,0,,,,0.719
93,0,0,0,,,,0.7129
94,0,0,0,,,,0.7205
95,0,0,0,,,,0.7152
96,0,0,0,,,,0.7161
97,0,0,0,,,,0.7161
98,0,0,0,,,,0.7173
99,0,0,0,,,,0.7168
100,7,4,7,5;7;8;9;12;13;15,7;9;12;13,5;7;8;9;12;13;15,0.6375
101,7,4,7,5;7;8;9;12;13;15,7;9;12;13,5;7;8;9;12;13;15,0.6365
102,7,4,7,5;7;8;9;12;13;15,7;9;12;13,5;7;8;9;12;13;15,0.6339
103,7,4,6,5;7;8;9;12;13;15,7;9;12;13,5;8;9;12;13;15,0.6093
104,6,3,5,5;7;8;9;13;15,7;9;13,5;8;9;13;15,0.6068
105,3,2,2,7;9;13,7;13,9;13,0.6162
106,1,1,0,5,5,,0.6011
107,1,1,0,5,5,,0.6084
108,1,1,0,5,5,,0.6013
109,1,1,0,5,5,,0.5949
110,1,1,0,5,5,,0.5989
111,1,1,0,5,5,,0.6033
112,1,1,0,5,5,,0.594
113,0,0,0,,,,0.5887
114,0,0,0,,,,0.595
115,0,0,0,,,,0.5911
116,0,0,0,,,,0.6049
117,0,0,0,,,,0.6077
118,0,0,0,,,,0.594
119,0,0,0,,,,0.6064
120,0,0,0,,,,0.5933
121,0,0,0,,,,0.6066
122,0,0,0,,,,0.5977
123,0,0,0,,,,0.5993
124,0,0,0,,,,0.5908
125,0,0,0,,,,0.599
126,0,0,0,,,,0.6
127,0,0,0,,,,0.5928
128,0,0,0,,,,0.5992
129,0,0,0,,,,0.6051
130,0,0,0,,,,0.5901
131,0,0,0,,,,0.5973
132,0,0,0,,,,0.6023
133,0,0,0,,,,0.5833
134,0,0,0,,,,0.6069
135,0,0,0,,,,0.5835
136,0,0,0,,,,0.6001
137,0,0,0,,,,0.5936
138,0,0,0,,,,0.5948
139,0,0,0,,,,0.598
140,0,0,0,,,,0.5988
141,0,0,0,,,,0.5848
142,0,0,0,,,,0.5976
143,0,0,0,,,,0.6075
144,0,0,0,,,,0.6036
145,0,0,0,,,,0.5964
146,0,0,0,,,,0.6008
147,0,0,0,,,,0.5935
148,0,0,0,,,,0.5969
149,0,0,0,,,,0.6003
150,5,4,4,1;6;9;17;18,6;9;17;18,1;6;9;17,0.4708
151,5,4,4,1;6;9;17;18,6;9;17;18,1;6;9;17,0.4636
152,5,4,4,1;6;9;17;18,6;9;17;18,1;6;9;17,0.4571
153,5,4,4,1;6;9;17;18,6;9;17;18,1;6;9;17,0.4512
154,3,1,2,1;9;18,18,1;9,0.4004
155,2,1,1,9;18,18,9,0.4186
156,0,0,0,,,,0.4183
157,0,0,0,,,,0.4
158,0,0,0,,,,0.4168
159,0,0,0,,,,0.4074
160,0,0,0,,,,0.4168
161,0,0,0,,,,0.4051
162,0,0,0,,,,0.4035
163,0,0,0,,,,0.4096
164,0,0,0,,,,0.4229
165,0,0,0,,,,0.4007
166,0,0,0,,,,0.4111
167,0,0,0,,,,0.4105
168,0,0,0,,,,0.4105
169,0,0,0,,,,0.4163
170,0,0,0,,,,0.4123
171,0,0,0,,,,0.3971
172,0,0,0,,,,0.4141
173,0,0,0,,,,0.4088
174,0,0,0,,,,0.4055
175,0,0,0,,,,0.4126
176,0,0,0,,,,0.4106
177,0,0,0,,,,0.418
178,0,0,0,,,,0.4225
179,0,0,0,,,,0.4074
180,0,0,0,,,,0.4169
181,0,0,0,,,,0.4039
182,0,0,0,,,,0.4067
183,0,0,0,,,,0.4054
184,0,0,0,,,,0.4178
185,0,0,0,,,,0.4028
186,0,0,0,,,,0.4107
187,0,0,0,,,,0.41
188,0,0,0,,,,0.4051
189,0,0,0,,,,0.3989
190,0,0,0,,,,0.4136
191,0,0,0,,,,0.4144
192,0,0,0,,,,0.4137
193,0,0,0,,,,0.406
194,0,0,0,,,,0.4219
195,0,0,0,,,,0.4104
196,0,0,0,,,,0.4116
197,0,0,0,,,,0.4149
198,0,0,0,,,,0.408
199,0,0,0,,,,0.4293
