round,global_acc,per_client_gen_acc,local_c00,local_c01,local_c02,local_c03,local_c04,local_c05,local_c06,local_c07,local_c08,local_c09,local_c10,local_c11,local_c12,local_c13,local_c14,local_c15,local_c16,local_c17,local_c18,local_c19,hybrid_c00,hybrid_c01,hybrid_c02,hybrid_c03,hybrid_c04,hybrid_c05,hybrid_c06,hybrid_c07,hybrid_c08,hybrid_c09,hybrid_c10,hybrid_c11,hybrid_c12,hybrid_c13,hybrid_c14,hybrid_c15,hybrid_c16,hybrid_c17,hybrid_c18,hybrid_c19
0,0.2159,0.2159,0.22621457489878544,0.08529048207663782,0.04338028169014085,0.03559870550161812,0.07191780821917808,0.03551401869158879,0.568698347107438,0.19786995515695066,0.26551373346897256,0.11570247933884298,0.2379979570990807,0.7409470752089137,0.3988035892323031,0.07608695652173914,0.0313648615535408,0.3933579335793358,0.05994611585092052,0.44709563856835516,0.1286549707602339,0.0572262118491921,0.22621457489878544,0.08529048207663782,0.04338028169014085,0.03559870550161812,0.07191780821917808,0.03551401869158879,0.568698347107438,0.19786995515695066,0.26551373346897256,0.11570247933884298,0.2379979570990807,0.7409470752089137,0.3988035892323031,0.07608695652173914,0.0313648615535408,0.3933579335793358,0.05994611585092052,0.44709563856835516,0.1286549707602339,0.0572262118491921
1,0.2664,0.2664,0.3256578947368421,0.11526576019777503,0.013521126760563381,0.03559870550161812,0.18835616438356165,0.04672897196261682,0.6663223140495868,0.29091928251121074,0.4865208545269583,0.12396694214876033,0.33605720122574056,0.8328690807799443,0.4002991026919242,0.16304347826086957,0.07302131830433717,0.36,0.022002694207453974,0.5951496186192059,0.10526315789473684,0.12028725314183124,0.3256578947368421,0.11526576019777503,0.013521126760563381,0.03559870550161812,0.18835616438356165,0.04672897196261682,0.6663223140495868,0.29091928251121074,0.4865208545269583,0.12396694214876033,0.33605720122574056,0.8328690807799443,0.4002991026919242,0.16304347826086957,0.07302131830433717,0.36,0.022002694207453974,0.5951496186192059,0.10526315789473684,0.12028725314183124
2,0.3456,0.3456,0.3555161943319838,0.15914709517923362,0.06835680751173709,0.05177993527508091,0.2945205479452055,0.07850467289719626,0.7582644628099173,0.31390134529147984,0.6487792472024415,0.2396694214876033,0.32073544433094997,0.8272980501392758,0.40727816550348955,0.27717391304347827,0.11002205341827984,0.5037638376383764,0.049842837898518184,0.6458048112654019,0.18128654970760233,0.32809694793536803,0.3555161943319838,0.15914709517923362,0.06835680751173709,0.05177993527508091,0.2945205479452055,0.07850467289719626,0.7582644628099173,0.31390134529147984,0.6487792472024415,0.2396694214876033,0.32073544433094997,0.8272980501392758,0.40727816550348955,0.27717391304347827,0.11002205341827984,0.5037638376383764,0.049842837898518184,0.6458048112654019,0.18128654970760233,0.32809694793536803
3,0.4035,0.4035,0.3674089068825911,0.1838689740420272,0.24018779342723004,0.07119741100323625,0.3253424657534247,0.10841121495327102,0.7618801652892562,0.3195067264573991,0.6907426246185148,0.2892561983471074,0.3237997957099081,0.8189415041782729,0.4057826520438684,0.2826086956521739,0.1105121293800539,0.5628044280442804,0.08509205208801078,0.688050068452963,0.23391812865497075,0.5311938958707361,0.3674089068825911,0.1838689740420272,0.24018779342723004,0.07119741100323625,0.3253424657534247,0.10841121495327102,0.7618801652892562,0.3195067264573991,0.6907426246185148,0.2892561983471074,0.3237997957099081,0.8189415041782729,0.4057826520438684,0.2826086956521739,0.1105121293800539,0.5628044280442804,0.08509205208801078,0.688050068452963,0.23391812865497075,0.5311938958707361
4,0.433,0.433,0.3868927125506073,0.2042645241038319,0.3235680751173709,0.10355987055016182,0.3561643835616438,0.12710280373831775,0.7846074380165289,0.34417040358744394,0.7151576805696847,0.3305785123966942,0.3442288049029622,0.8161559888579387,0.4172482552342971,0.33695652173913043,0.13844645920117618,0.6033948339483395,0.10844185002245173,0.7123019753569333,0.23976608187134502,0.5495960502692998,0.3868927125506073,0.2042645241038319,0.3235680751173709,0.10355987055016182,0.3561643835616438,0.12710280373831775,0.7846074380165289,0.34417040358744394,0.7151576805696847,0.3305785123966942,0.3442288049029622,0.8161559888579387,0.4172482552342971,0.33695652173913043,0.13844645920117618,0.6033948339483395,0.10844185002245173,0.7123019753569333,0.23976608187134502,0.5495960502692998
5,0.4577,0.4577,0.4172570850202429,0.23516687268232386,0.3297652582159624,0.11650485436893204,0.3424657534246575,0.14766355140186915,0.78150826446281,0.34080717488789236,0.7301627670396744,0.371900826446281,0.3748723186925434,0.8328690807799443,0.4436689930209372,0.33152173913043476,0.13232050967900025,0.5924723247232472,0.1450381679389313,0.7545472325444944,0.26900584795321636,0.6754937163375224,0.4172570850202429,0.23516687268232386,0.3297652582159624,0.11650485436893204,0.3424657534246575,0.14766355140186915,0.78150826446281,0.34080717488789236,0.7301627670396744,0.371900826446281,0.3748723186925434,0.8328690807799443,0.4436689930209372,0.33152173913043476,0.13232050967900025,0.5924723247232472,0.1450381679389313,0.7545472325444944,0.26900584795321636,0.6754937163375224
6,0.4904,0.4904,0.4230769230769231,0.24876390605686033,0.41577464788732393,0.14563106796116504,0.4075342465753425,0.18878504672897195,0.7995867768595041,0.3508968609865471,0.763733468972533,0.4132231404958678,0.4024514811031665,0.8050139275766016,0.48554336989032904,0.40217391304347827,0.16049987748100955,0.625239852398524,0.21171980242478672,0.7529825933893995,0.34502923976608185,0.6862657091561939,0.4230769230769231,0.24876390605686033,0.41577464788732393,0.14563106796116504,0.4075342465753425,0.18878504672897195,0.7995867768595041,0.3508968609865471,0.763733468972533,0.4132231404958678,0.4024514811031665,0.8050139275766016,0.48554336989032904,0.40217391304347827,0.16049987748100955,0.625239852398524,0.21171980242478672,0.7529825933893995,0.34502923976608185,0.6862657091561939
7,0.5154,0.5154,0.4347165991902834,0.26668726823238564,0.4792488262910798,0.1779935275080906,0.4383561643835616,0.21869158878504674,0.7995867768595041,0.37612107623318386,0.7711088504577823,0.4297520661157025,0.41062308478038817,0.8133704735376045,0.4965104685942173,0.41304347826086957,0.18745405537858367,0.6433948339483395,0.24854063762909745,0.7566986113827499,0.36257309941520466,0.7257630161579892,0.4347165991902834,0.26668726823238564,0.4792488262910798,0.1779935275080906,0.4383561643835616,0.21869158878504674,0.7995867768595041,0.37612107623318386,0.7711088504577823,0.4297520661157025,0.41062308478038817,0.8133704735376045,0.4965104685942173,0.41304347826086957,0.18745405537858367,0.6433948339483395,0.24854063762909745,0.7566986113827499,0.36257309941520466,0.7257630161579892
8,0.5434,0.5434,0.444331983805668,0.2926452410383189,0.5355868544600939,0.22653721682847897,0.4554794520547945,0.2485981308411215,0.8104338842975206,0.4164798206278027,0.7756866734486266,0.4462809917355372,0.42288049029622066,0.807799442896936,0.5294117647058824,0.42934782608695654,0.23964714530752268,0.658450184501845,0.305792546026044,0.7602190494817133,0.38596491228070173,0.71745960502693,0.444331983805668,0.2926452410383189,0.5355868544600939,0.22653721682847897,0.4554794520547945,0.2485981308411215,0.8104338842975206,0.4164798206278027,0.7756866734486266,0.4462809917355372,0.42288049029622066,0.807799442896936,0.5294117647058824,0.42934782608695654,0.23964714530752268,0.658450184501845,0.305792546026044,0.7602190494817133,0.38596491228070173,0.71745960502693
9,0.5417,0.5417,0.4567307692307692,0.2994437577255871,0.48187793427230047,0.22653721682847897,0.4383561643835616,0.2485981308411215,0.8197314049586777,0.42713004484304934,0.7807731434384537,0.45454545454545453,0.4463738508682329,0.8105849582172702,0.536889332003988,0.44021739130434784,0.24601813281058565,0.6588929889298893,0.3055680287382128,0.7731273225112458,0.42105263157894735,0.7670556552962298,0.4567307692307692,0.2994437577255871,0.48187793427230047,0.22653721682847897,0.4383561643835616,0.2485981308411215,0.8197314049586777,0.42713004484304934,0.7807731434384537,0.45454545454545453,0.4463738508682329,0.8105849582172702,0.536889332003988,0.44021739130434784,0.24601813281058565,0.6588929889298893,0.3055680287382128,0.7731273225112458,0.42105263157894735,0.7670556552962298
