round,global_acc,per_client_gen_acc,client_lr,local_c00,local_c01,local_c02,local_c03,local_c04,local_c05,local_c06,local_c07,local_c08,local_c09,local_c10,local_c11,local_c12,local_c13,local_c14,local_c15,local_c16,local_c17,local_c18,local_c19
0,0.1833,0.1833,0.01,0.2201417004048583,0.004324992276799506,0.00244085617724371,0.032362459546925564,0.03332222592469177,0.016666666666666666,0.17592592592592593,0.29596412556053814,0.6265581277028746,0.14049586776859505,0.3633136094674556,0.2757660167130919,0.06720160481444333,0.19393939393939394,0.13428081352609655,0.24070247933884298,0.0197869101978691,0.30463312785842117,0.12048192771084337,0.03612295265873906
1,0.2472,0.2472,0.005574690643697977,0.2305161943319838,0.04819277108433735,0.003942921517085993,0.038834951456310676,0.035654781739420195,0.02638888888888889,0.36081242532855434,0.28419282511210764,0.6906639531925719,0.15702479338842976,0.3230769230769231,0.5682451253481894,0.5416248746238717,0.20606060606060606,0.1391815731438373,0.3932998819362456,0.02054794520547945,0.38079140982302645,0.1566265060240964,0.05115548575274848
2,0.3494,0.3494,0.004603015258908272,0.291497975708502,0.16280506641952425,0.07097258730754788,0.05825242718446602,0.03898700433188937,0.059722222222222225,0.4540023894862604,0.2713004484304933,0.6893920122106334,0.19834710743801653,0.22011834319526627,0.6685236768802229,0.7362086258776329,0.21818181818181817,0.1333006616025484,0.6719303423848878,0.2876712328767123,0.5209783257108769,0.4819277108433735,0.19519856405654026
3,0.4122,0.4122,0.004654720425605774,0.3684210526315789,0.24992276799505714,0.1092752534735261,0.07119741100323625,0.07264245251582806,0.12361111111111112,0.4560931899641577,0.2853139013452915,0.7105062325108115,0.256198347107438,0.30650887573964497,0.6713091922005571,0.6800401203610833,0.24545454545454545,0.1313403577554521,0.7507378984651711,0.4368340943683409,0.6283555378802943,0.5783132530120482,0.3930895221000673
4,0.4292,0.4292,0.005462655331939459,0.3600708502024291,0.2721655854185975,0.13725122042808863,0.08414239482200647,0.10596467844051982,0.11944444444444445,0.5005973715651135,0.2713004484304933,0.6960061053167133,0.2644628099173554,0.263905325443787,0.6740947075208914,0.7462387161484454,0.26666666666666666,0.13942661112472432,0.8308736717827627,0.515220700152207,0.6239809107178366,0.6506024096385542,0.3542741754543415
5,0.4646,0.4646,0.006791398394852877,0.40384615384615385,0.3046030274945938,0.1917010889973714,0.09385113268608414,0.16794401866044653,0.1736111111111111,0.5095579450418161,0.2853139013452915,0.7094886797252608,0.3140495867768595,0.3337278106508876,0.6880222841225627,0.7362086258776329,0.26666666666666666,0.13673119333496692,0.8344155844155844,0.5502283105022832,0.678862596937761,0.6987951807228916,0.4828359883329594
6,0.4801,0.4801,0.00822776835411787,0.4392712550607287,0.3345690454124189,0.24915508824633872,0.11326860841423948,0.1962679106964345,0.21666666666666667,0.5301672640382318,0.3178251121076233,0.7308572882218265,0.3305785123966942,0.3857988165680473,0.7186629526462396,0.7542627883650953,0.3303030303030303,0.1607449154618966,0.8407615112160567,0.5502283105022832,0.6655398687611851,0.7108433734939759,0.44559120484630915
7,0.5006,0.5006,0.0094984145835042,0.4359817813765182,0.3376583256101328,0.23113030416823133,0.1262135922330097,0.2355881372875708,0.22777777777777777,0.5591397849462365,0.3038116591928251,0.7367082167387433,0.34710743801652894,0.3905325443786982,0.7214484679665738,0.7853560682046138,0.3212121212121212,0.15192354814996326,0.8575855962219598,0.5852359208523592,0.6943726386955658,0.6867469879518072,0.5449854161992371
8,0.5287,0.5287,0.01,0.47368421052631576,0.3704046957059005,0.2852046564025535,0.1715210355987055,0.2952349216927691,0.2763888888888889,0.5692951015531661,0.3475336322869955,0.7618926481811243,0.371900826446281,0.44970414201183434,0.7298050139275766,0.7683049147442327,0.38484848484848483,0.1928448909580985,0.8567001180637545,0.6126331811263318,0.6985484191688208,0.6987951807228916,0.5829032981826341
9,0.5401,0.5401,0.01,0.4883603238866397,0.4306456595613222,0.31543372136687947,0.1715210355987055,0.3315561479506831,0.3458333333333333,0.5976702508960573,0.33183856502242154,0.7654540829305521,0.39669421487603307,0.46745562130177515,0.724233983286908,0.769307923771314,0.42424242424242425,0.19137466307277629,0.8522727272727273,0.60882800608828,0.6878106979518791,0.7228915662650602,0.6129683643706529
10,0.5524,0.5524,0.01,0.4944331983805668,0.395118937287612,0.3372136687945926,0.1779935275080906,0.3668777074308564,0.3236111111111111,0.6275388291517324,0.3452914798206278,0.7827524802849147,0.4049586776859504,0.48994082840236686,0.7465181058495822,0.7993981945837513,0.4212121212121212,0.2038716000980152,0.8568476977567887,0.6156773211567732,0.7068999801153311,0.7108433734939759,0.6396679380749383
11,0.5762,0.5762,0.01,0.5369433198380567,0.45597775718257644,0.3807735636500188,0.2168284789644013,0.4145284905031656,0.4013888888888889,0.6359020310633214,0.35874439461883406,0.7954718901042992,0.4214876033057851,0.5242603550295858,0.7409470752089137,0.7733199598796389,0.4636363636363636,0.21857387895123745,0.8386953955135773,0.6293759512937596,0.7422946907933983,0.7108433734939759,0.6858873681848777
12,0.5875,0.5875,0.01,0.5609817813765182,0.4813098548038307,0.37438978595568906,0.2750809061488673,0.4205264911696101,0.39305555555555555,0.6418757467144564,0.39349775784753366,0.7929280081404223,0.4380165289256198,0.5349112426035503,0.754874651810585,0.7683049147442327,0.47575757575757577,0.26366086743445233,0.8553719008264463,0.6453576864535768,0.7490554782262875,0.7349397590361446,0.6679380749382993
13,0.5861,0.5861,0.01,0.5731275303643725,0.4816187828236021,0.35936913255726627,0.2621359223300971,0.4288570476507831,0.4152777777777778,0.6362007168458781,0.4019058295964126,0.8071737471381328,0.4462809917355372,0.5550295857988166,0.7715877437325905,0.7853560682046138,0.4818181818181818,0.2443028669443764,0.8561097992916175,0.6385083713850838,0.7355339033605091,0.7228915662650602,0.6589634283150101
14,0.5984,0.5984,0.009851637296378613,0.5986842105263158,0.5236329935125116,0.3944799098760796,0.27184466019417475,0.43418860379873375,0.4388888888888889,0.6517323775388292,0.4013452914798206,0.8076825235309082,0.4297520661157025,0.5514792899408284,0.7799442896935933,0.7793380140421263,0.48787878787878786,0.2651310953197746,0.8652597402597403,0.6582952815829528,0.7534301053887453,0.7710843373493976,0.6757908907336774
15,0.6169,0.6169,0.009670889936387539,0.5910931174089069,0.505097312326228,0.3788959819752159,0.2912621359223301,0.5401532822392536,0.4486111111111111,0.7054958183990442,0.42152466367713004,0.8173492749936403,0.4793388429752066,0.6071005917159763,0.7771587743732591,0.7833500501504513,0.5575757575757576,0.28399901984807646,0.8448937426210154,0.6605783866057838,0.7747067011334261,0.7349397590361446,0.7116894772268342
16,0.6151,0.6151,0.009548142552375793,0.6338562753036437,0.5582329317269076,0.41043935411190385,0.3042071197411003,0.47050983005664776,0.48194444444444445,0.6624850657108722,0.4198430493273543,0.8109895700839481,0.4793388429752066,0.5881656804733728,0.7715877437325905,0.753259779338014,0.5242424242424243,0.2857142857142857,0.8543388429752066,0.6621004566210046,0.7876317359315967,0.7590361445783133,0.711465111061252
17,0.6242,0.6242,0.009431247599422932,0.6381578947368421,0.567191844300278,0.41194141945174617,0.30097087378640774,0.5191602799066978,0.5069444444444444,0.679510155316607,0.4192825112107623,0.8150597812261511,0.4793388429752066,0.5976331360946746,0.7743732590529248,0.7703109327983951,0.5636363636363636,0.2830188679245283,0.8643742621015348,0.6727549467275494,0.778484788228276,0.7831325301204819,0.7217859546780345
18,0.6299,0.6299,0.00935312733054161,0.6429655870445344,0.5739882607352487,0.4305294780322944,0.2686084142394822,0.5414861712762412,0.5097222222222222,0.701015531660693,0.4327354260089686,0.8163317222080896,0.5041322314049587,0.6082840236686391,0.7994428969359332,0.79839518555667,0.5757575757575758,0.2869394756187209,0.8726387249114522,0.6887366818873668,0.7719228474845894,0.7831325301204819,0.6897015929997756
19,0.6338,0.6338,0.00933028757572174,0.6272773279352226,0.5514365152919369,0.4307172361997747,0.2977346278317152,0.5494835054981673,0.5,0.7078853046594982,0.4383408071748879,0.8198931569575172,0.49586776859504134,0.6153846153846154,0.8050139275766016,0.794383149448345,0.5818181818181818,0.2960058809115413,0.875,0.6887366818873668,0.7918075164048518,0.7951807228915663,0.6890284945030289
20,0.6413,0.6413,0.009332409128546715,0.6637145748987854,0.5900525177633611,0.45456252346977094,0.34951456310679613,0.5494835054981673,0.5430555555555555,0.6989247311827957,0.4697309417040359,0.8239633680997202,0.5454545454545454,0.642603550295858,0.7855153203342619,0.7793380140421263,0.5878787878787879,0.33864248958588583,0.8682113341204251,0.69558599695586,0.7782859415390734,0.7831325301204819,0.7119138433924165
21,0.6489,0.6489,0.009358484297990799,0.652580971659919,0.5742971887550201,0.496057078482914,0.313915857605178,0.5881372875708097,0.5444444444444444,0.7192353643966547,0.4501121076233184,0.8259984736708217,0.5289256198347108,0.6402366863905326,0.7994428969359332,0.7843530591775326,0.5969696969696969,0.28938985542759127,0.8680637544273908,0.7016742770167428,0.7961821435673097,0.8072289156626506,0.7231321516715279
22,0.6484,0.6484,0.009404988959431648,0.6720647773279352,0.606425702811245,0.4923019151333083,0.35275080906148865,0.5208263912029324,0.5541666666666667,0.6860812425328554,0.4697309417040359,0.8277791910455354,0.5537190082644629,0.6272189349112426,0.7910863509749304,0.7713139418254764,0.5727272727272728,0.3261455525606469,0.8752951593860685,0.69558599695586,0.7995625372837543,0.7951807228915663,0.7040610275970384
23,0.6511,0.6511,0.00947148073464632,0.6609311740890689,0.5993203583565029,0.4609463011641006,0.3268608414239482,0.5778073975341553,0.5513888888888889,0.7216248506571087,0.4641255605381166,0.8247265326888832,0.5289256198347108,0.6343195266272189,0.8161559888579387,0.7973921765295887,0.5848484848484848,0.32908600833129137,0.8847402597402597,0.7070015220700152,0.7898190495128257,0.7831325301204819,0.7072021539151896
24,0.6552,0.6552,0.009504199028015137,0.6933198380566802,0.616620327463701,0.47596695456252347,0.36893203883495146,0.558813728757081,0.5791666666666667,0.7060931899641577,0.49495515695067266,0.8285423556346986,0.5702479338842975,0.6568047337278107,0.7966573816155988,0.7723169508525577,0.5909090909090909,0.3504043126684636,0.8795749704840614,0.715372907153729,0.8011533107973752,0.7831325301204819,0.7004711689477227
25,0.6622,0.6622,0.009556052275002003,0.6880060728744939,0.6305220883534136,0.5116410063837777,0.32362459546925565,0.5771409530156615,0.5694444444444444,0.7135603345280764,0.48374439461883406,0.8285423556346986,0.5702479338842975,0.6461538461538462,0.7883008356545961,0.7743229689067201,0.6090909090909091,0.34623866699338396,0.878099173553719,0.7207001522070016,0.8003579240405647,0.8192771084337349,0.728965671976666
26,0.6651,0.6651,0.009594720788300037,0.6880060728744939,0.6194006796416435,0.501314307172362,0.3268608414239482,0.6081306231256248,0.5833333333333334,0.7293906810035843,0.48094170403587444,0.83719155431188,0.5371900826446281,0.663905325443787,0.807799442896936,0.7963891675025075,0.6212121212121212,0.3415829453565303,0.8803128689492326,0.7290715372907154,0.8017498508649831,0.7951807228915663,0.7318824321292349
27,0.664,0.664,0.009631559252738953,0.6788967611336032,0.6104417670682731,0.5298535486293654,0.343042071197411,0.5964678440519827,0.5930555555555556,0.7389486260454002,0.4781390134529148,0.8303230730094123,0.5867768595041323,0.6544378698224852,0.8105849582172702,0.8164493480441324,0.6,0.339867679490321,0.893004722550177,0.7366818873668188,0.7933982899184728,0.7710843373493976,0.7040610275970384
28,0.6692,0.6692,0.009665807709097862,0.6993927125506073,0.6265060240963856,0.515771686068344,0.33980582524271846,0.6301232922359213,0.6,0.7446236559139785,0.49887892376681614,0.8448232002035105,0.5537190082644629,0.6816568047337278,0.8133704735376045,0.7873620862587764,0.6424242424242425,0.35260965449644693,0.868801652892562,0.7229832572298326,0.8112944919467091,0.7831325301204819,0.7298631366389948
29,0.6746,0.6746,0.009693498723208904,0.7067307692307693,0.6357738646895273,0.5287269996244837,0.3592233009708738,0.6331222925691437,0.6055555555555555,0.746415770609319,0.4977578475336323,0.8458407529890614,0.6198347107438017,0.6875739644970414,0.8022284122562674,0.7833500501504513,0.6515151515151515,0.3602058319039451,0.8689492325855962,0.728310502283105,0.8232252932988666,0.8072289156626506,0.7336773614538927
30,0.6681,0.6681,0.009741510264575481,0.7133097165991903,0.6434970651838122,0.482914006759294,0.3592233009708738,0.6004665111629457,0.6111111111111112,0.7305854241338112,0.4910313901345291,0.8443144238107352,0.5950413223140496,0.6603550295857988,0.8050139275766016,0.8094282848545636,0.6090909090909091,0.3580004900759618,0.890495867768595,0.7290715372907154,0.8124875720819248,0.7710843373493976,0.7511779223693067
31,0.6803,0.6803,0.009764119982719421,0.7006578947368421,0.637936360827927,0.5613969207660533,0.3656957928802589,0.6551149616794402,0.6125,0.7604540023894862,0.49887892376681614,0.8349020605443908,0.628099173553719,0.6899408284023668,0.7966573816155988,0.7913741223671013,0.6454545454545455,0.3599607939230581,0.877508854781582,0.7480974124809742,0.8142771922847485,0.8072289156626506,0.7264976441552614
