round,flagged_count,flagged_layer3_count,flagged_layer4_count,flagged_client_ids,flagged_layer3_ids,flagged_layer4_ids,global_acc
115,0,0,0,,,,0.5953
116,0,0,0,,,,0.5911
117,0,0,0,,,,0.5926
118,0,0,0,,,,0.5852
119,0,0,0,,,,0.6037
120,0,0,0,,,,0.5934
121,0,0,0,,,,0.5899
122,0,0,0,,,,0.6009
123,0,0,0,,,,0.5856
124,0,0,0,,,,0.6018
125,0,0,0,,,,0.5935
126,0,0,0,,,,0.5778
127,0,0,0,,,,0.5938
128,0,0,0,,,,0.59
129,0,0,0,,,,0.597
130,0,0,0,,,,0.5954
131,0,0,0,,,,0.5834
132,0,0,0,,,,0.5934
133,0,0,0,,,,0.5861
134,0,0,0,,,,0.596
135,0,0,0,,,,0.5827
136,0,0,0,,,,0.586
137,0,0,0,,,,0.5961
138,0,0,0,,,,0.5775
139,0,0,0,,,,0.585
140,0,0,0,,,,0.5824
141,0,0,0,,,,0.5867
142,0,0,0,,,,0.5959
143,0,0,0,,,,0.5805
144,0,0,0,,,,0.6038
145,0,0,0,,,,0.5776
146,0,0,0,,,,0.596
147,0,0,0,,,,0.5797
148,0,0,0,,,,0.6004
149,0,0,0,,,,0.5874
150,0,0,0,,,,0.5866
151,0,0,0,,,,0.5895
152,0,0,0,,,,0.5857
153,0,0,0,,,,0.5956
154,0,0,0,,,,0.5845
155,0,0,0,,,,0.5962
156,0,0,0,,,,0.5846
157,0,0,0,,,,0.583
158,0,0,0,,,,0.5915
159,0,0,0,,,,0.5906
160,0,0,0,,,,0.5833
161,0,0,0,,,,0.5885
162,0,0,0,,,,0.5938
163,0,0,0,,,,0.5901
164,0,0,0,,,,0.5893
165,0,0,0,,,,0.5813
166,0,0,0,,,,0.5902
167,0,0,0,,,,0.5864
168,0,0,0,,,,0.5885
169,0,0,0,,,,0.5916
170,0,0,0,,,,0.582
171,0,0,0,,,,0.6019
172,0,0,0,,,,0.6043
173,0,0,0,,,,0.5833
174,0,0,0,,,,0.5908
175,0,0,0,,,,0.5861
176,0,0,0,,,,0.5823
177,0,0,0,,,,0.5871
178,0,0,0,,,,0.5877
179,0,0,0,,,,0.5906
180,0,0,0,,,,0.5847
181,0,0,0,,,,0.5856
182,0,0,0,,,,0.5812
183,0,0,0,,,,0.5834
184,0,0,0,,,,0.5919
185,0,0,0,,,,0.5891
186,0,0,0,,,,0.589
187,0,0,0,,,,0.5882
188,0,0,0,,,,0.5998
189,0,0,0,,,,0.5868
190,0,0,0,,,,0.5933
191,0,0,0,,,,0.5846
192,0,0,0,,,,0.5874
193,0,0,0,,,,0.5752
194,0,0,0,,,,0.5911
195,0,0,0,,,,0.5858
196,0,0,0,,,,0.5923
197,0,0,0,,,,0.586
198,0,0,0,,,,0.5915
199,0,0,0,,,,0.5967
