round,global_acc,client_lr,local_c00,local_c01,local_c02,local_c03,local_c04,local_c05,local_c06,local_c07,local_c08,local_c09,local_c10,local_c11,local_c12,local_c13,local_c14,local_c15,local_c16,local_c17,local_c18,local_c19
58,0.5731,0.0001625595468794927,0.4949392712550607,0.41859746679023785,0.4410439354111904,0.23300970873786409,0.4591802732422526,0.37777777777777777,0.6448626045400239,0.3929372197309417,0.7458661918087001,0.45454545454545453,0.5183431952662721,0.7465181058495822,0.7412236710130391,0.4636363636363636,0.24209752511639304,0.8072609208972845,0.6286149162861492,0.711672300656194,0.7469879518072289,0.6555979358312767
59,0.5697,0.000159937291755341,0.4908906882591093,0.40624034599938214,0.43541119038678183,0.2297734627831715,0.4581806064645118,0.375,0.6430704898446834,0.3895739910313901,0.7466293563978631,0.4380165289256198,0.5136094674556213,0.7576601671309192,0.7462387161484454,0.4636363636363636,0.2386669933839745,0.8040141676505312,0.6286149162861492,0.7142573076158282,0.7349397590361446,0.6493156831949742
60,0.5744,0.00015767672448419034,0.4974696356275304,0.41859746679023785,0.44123169357867065,0.23948220064724918,0.4691769410196601,0.3819444444444444,0.649641577060932,0.4024663677130045,0.7517171203256169,0.4462809917355372,0.5195266272189349,0.7465181058495822,0.7311935807422267,0.47878787878787876,0.24993874050477824,0.8046044864226682,0.6263318112633182,0.7134619208590177,0.7228915662650602,0.6490913170293919
61,0.5737,0.00015528674703091383,0.49949392712550605,0.41921532282978063,0.44292151708599325,0.2297734627831715,0.4605131622792403,0.38472222222222224,0.6457586618876942,0.3951793721973094,0.7522258967183922,0.4380165289256198,0.5230769230769231,0.7520891364902507,0.7382146439317954,0.4636363636363636,0.24038225925018378,0.804456906729634,0.6263318112633182,0.7180353947106781,0.7228915662650602,0.6515593448507965
62,0.5724,0.00015255108883138746,0.49291497975708504,0.40624034599938214,0.4399173864063087,0.23300970873786409,0.4598467177607464,0.37916666666666665,0.6424731182795699,0.39742152466367714,0.7514627321292292,0.4380165289256198,0.5183431952662721,0.754874651810585,0.7452357071213641,0.4666666666666667,0.24160744915461896,0.8046044864226682,0.6278538812785388,0.7124676874130046,0.7349397590361446,0.6560466681624411
63,0.5746,0.00015005610475782305,0.49038461538461536,0.40624034599938214,0.4382275628989861,0.23624595469255663,0.465511496167944,0.37777777777777777,0.6454599761051374,0.39966367713004486,0.7509539557364538,0.4380165289256198,0.514792899408284,0.7520891364902507,0.7422266800401204,0.46060606060606063,0.24675324675324675,0.8041617473435655,0.6263318112633182,0.7142573076158282,0.7228915662650602,0.6573928651559345
64,0.5747,0.0001478322665207088,0.5101214574898786,0.4266295953042941,0.44911753661284265,0.2297734627831715,0.4668443852049317,0.3875,0.6436678614097969,0.398542600896861,0.7529890613075553,0.45454545454545453,0.5218934911242603,0.7409470752089137,0.7331995987963892,0.4818181818181818,0.24822347463856897,0.7966351829988194,0.621765601217656,0.721813481805528,0.7469879518072289,0.6517837110163788
65,0.5766,0.0001458768965676427,0.49873481781376516,0.4111831943157244,0.44141945174615094,0.24271844660194175,0.46951016327890704,0.38055555555555554,0.6460573476702509,0.3963004484304933,0.7522258967183922,0.4462809917355372,0.5242603550295858,0.7493036211699164,0.7372116349047142,0.4727272727272727,0.2443028669443764,0.8015053128689492,0.6278538812785388,0.715450387751044,0.7228915662650602,0.6621045546331613
66,0.5778,0.0001438502804376185,0.5032894736842105,0.4155081865925239,0.4442358242583552,0.23948220064724918,0.4748417194268577,0.38472222222222224,0.6487455197132617,0.39742152466367714,0.7524802849147799,0.4380165289256198,0.5289940828402366,0.7465181058495822,0.7331995987963892,0.47878787878787876,0.24307767703994118,0.8025383707201889,0.6316590563165906,0.7162457745078544,0.7349397590361446,0.662777653129908
67,0.5792,0.00014174710668157786,0.5103744939271255,0.4269385233240655,0.44611340593315807,0.23948220064724918,0.47317560813062315,0.3902777777777778,0.6532258064516129,0.4013452914798206,0.7517171203256169,0.45454545454545453,0.5218934911242603,0.7493036211699164,0.7342026078234705,0.4818181818181818,0.25189904435187455,0.8088842975206612,0.6331811263318112,0.7162457745078544,0.7469879518072289,0.6551492035001122
68,0.5782,0.00013982653035782278,0.5091093117408907,0.42075996292863765,0.4408561772437101,0.23948220064724918,0.4758413862045985,0.3861111111111111,0.6526284348864994,0.39966367713004486,0.7542610022894938,0.4462809917355372,0.5301775147928994,0.7493036211699164,0.7342026078234705,0.48787878787878786,0.24797843665768193,0.8054899645808736,0.6316590563165906,0.7178365480214755,0.7349397590361446,0.6618801884675791
69,0.5789,0.000137821669341065,0.5060728744939271,0.41921532282978063,0.4442358242583552,0.23948220064724918,0.4758413862045985,0.38472222222222224,0.6547192353643967,0.40022421524663676,0.7524802849147799,0.45454545454545453,0.5289940828402366,0.754874651810585,0.7331995987963892,0.47878787878787876,0.2496937025238912,0.8074085005903188,0.6354642313546424,0.7190296281566911,0.7349397590361446,0.6625532869643258
