round,global_acc,per_client_gen_acc,agg_norm,first_mom_norm,second_mom_norm,delta_mom_norm,flash_amp_new,B_layer_norm,ratio_norm,scaled_delta_norm,warmup,local_c00,local_c01,local_c02,local_c03,local_c04,local_c05,local_c06,local_c07,local_c08,local_c09,local_c10,local_c11,local_c12,local_c13,local_c14,local_c15,local_c16,local_c17,local_c18,local_c19
52,0.6646,0.6646,0.7009420394897461,0.20649197697639465,0.5421968698501587,0.004368791038591081,0.00804273971570605,0.006062420712123681,890.4554563839129,0.003929041502298109,0,0.7427767834313475,0.6559703795124961,0.6907042253521126,0.47249190938511326,0.6635220125786163,0.6047904191616766,0.8163120567375887,0.580505860579889,0.7196573060447407,0.65625,0.7303980699638118,0.8212290502793296,0.7899543378995434,0.6377952755905512,0.4535853251806559,0.6138440598872253,0.7510662177328844,0.8670056718169372,0.6961325966850829,0.6489321843387036
53,0.6661,0.6661,0.6983540058135986,0.205661341547966,0.5439804196357727,0.004384571050477772,0.008045373544627744,0.006062420712123681,868.0633460733721,0.004166379272855875,0,0.7496803886474047,0.6609071274298056,0.6929577464788732,0.47249190938511326,0.6647798742138364,0.6152694610778443,0.8070921985815603,0.581122763726095,0.7139457401237506,0.6830357142857143,0.7361278648974668,0.8128491620111732,0.7904616945712836,0.6456692913385826,0.4566425792106726,0.614621816060665,0.7566778900112233,0.8666145120281635,0.6795580110497238,0.6440614462345448
54,0.6667,0.6667,0.6969466209411621,0.2042897790670395,0.5457223653793335,0.004206114409489284,0.007693327867739501,0.006062420712123681,863.1957628888646,0.003881569026130862,0,0.7517259013040143,0.6646096883677877,0.6895774647887324,0.47572815533980584,0.6666666666666666,0.6137724550898204,0.8056737588652483,0.5903763109191857,0.7144217039504998,0.6741071428571429,0.7346200241254524,0.8100558659217877,0.7929984779299848,0.6141732283464567,0.4571984435797665,0.6132607427571456,0.755331088664422,0.8662233522393898,0.6795580110497238,0.6448107905582615
55,0.6684,0.6684,0.7121809124946594,0.2037183940410614,0.547637403011322,0.004377458467566801,0.007978782422671363,0.006062420712123681,886.4207377786248,0.004180212609594026,0,0.7471234978266428,0.6661524220919469,0.6923943661971831,0.47572815533980584,0.6786163522012578,0.6107784431137725,0.8120567375886525,0.5934608266502159,0.7153736316039981,0.6785714285714286,0.7319059107358263,0.8184357541899442,0.791476407914764,0.6141732283464567,0.46220122290161203,0.6185105969278631,0.7485970819304153,0.8705261099159006,0.6740331491712708,0.6489321843387036
56,0.6662,0.6662,0.7317535877227783,0.20453889667987823,0.5497838854789734,0.0045561923363498305,0.008272196148926304,0.006062420712123681,943.698360073785,0.004277825487856657,0,0.7422654052671951,0.6565874730021598,0.6923943661971831,0.4919093851132686,0.6710691823899371,0.6092814371257484,0.8191489361702128,0.6033312769895126,0.723940980485483,0.6830357142857143,0.726779252110977,0.8184357541899442,0.7889396245560629,0.6062992125984252,0.46303501945525294,0.6183161578845032,0.7434343434343434,0.872873068648543,0.6795580110497238,0.656238291494942
57,0.6621,0.6621,0.6879501938819885,0.20230232179164886,0.551336944103241,0.0042547049126166825,0.007703096738394901,0.006062420712123681,850.4688258740763,0.0038584630874485314,0,0.7340833546407568,0.6433199629743906,0.6916431924882629,0.4854368932038835,0.6622641509433962,0.5973053892215568,0.8262411347517731,0.5959284392350401,0.737743931461209,0.6830357142857143,0.7255729794933655,0.8240223463687151,0.8001014713343481,0.5984251968503937,0.45608671484157864,0.6206494264048221,0.7405162738496072,0.8754156072755721,0.6740331491712708,0.6596103409516673
58,0.6605,0.6605,0.6971688270568848,0.20063601434230804,0.5529857277870178,0.004173767933116401,0.007534071229215898,0.006062420712123681,873.4458677360793,0.003908279190002519,0,0.7328049092303759,0.638691761801913,0.6901408450704225,0.49514563106796117,0.6522012578616352,0.5898203592814372,0.8304964539007093,0.6039481801357187,0.7458353165159448,0.6741071428571429,0.7186369119420989,0.8296089385474861,0.7990867579908676,0.5826771653543307,0.453029460811562,0.6233715730118607,0.7405162738496072,0.878153725796988,0.6795580110497238,0.6541775946047209
59,0.6589,0.6589,0.6934613585472107,0.19872769713401794,0.5545666217803955,0.00423429539662196,0.007621579898109309,0.006062420712123681,856.7227961971988,0.003975565138207552,0,0.7330605983124521,0.6374575748225856,0.687699530516432,0.49514563106796117,0.650314465408805,0.6002994011976048,0.8304964539007093,0.6002467612584824,0.7410756782484531,0.6696428571428571,0.7123039806996381,0.8379888268156425,0.7995941146626078,0.5590551181102362,0.44774874930516956,0.6249270853587401,0.7400673400673401,0.8805006845296304,0.6629834254143646,0.6560509554140127
60,0.6603,0.6603,0.7280709147453308,0.1990286409854889,0.556569516658783,0.004448967256741197,0.007979215369235907,0.006062420712123681,913.780910067159,0.004240554525944073,0,0.7366402454615187,0.6359148410984264,0.6944600938967136,0.46601941747572817,0.6509433962264151,0.5958083832335329,0.8312056737588652,0.6057988895743368,0.7429795335554498,0.6875,0.7225572979493365,0.8463687150837989,0.8026382546930492,0.5669291338582677,0.4499722067815453,0.6185105969278631,0.7445566778900112,0.8789360453745355,0.6629834254143646,0.6575496440614462
61,0.6628,0.6628,0.7348097562789917,0.19913464784622192,0.5586334466934204,0.004536487259106315,0.008106176079914507,0.006062420712123681,939.6173569174191,0.004225606135738013,0,0.7430324725134236,0.6451712434433817,0.6989671361502348,0.44983818770226536,0.6654088050314465,0.6062874251497006,0.8262411347517731,0.6070326958667489,0.7415516420752023,0.7098214285714286,0.7334137515078407,0.835195530726257,0.8041603247082699,0.5826771653543307,0.4563646470261256,0.6120941084969862,0.7443322109988777,0.8787404654801486,0.6850828729281768,0.6641064068939678
62,0.665,0.665,0.6891237497329712,0.19676944613456726,0.5600888729095459,0.004436013263850394,0.007906079550013694,0.006062420712123681,833.740007108787,0.004064912038796951,0,0.7466121196624904,0.6578216599814872,0.7036619718309859,0.4627831715210356,0.6698113207547169,0.6092814371257484,0.824822695035461,0.6144355336212215,0.7382198952879581,0.7053571428571429,0.7397466827503015,0.8296089385474861,0.8051750380517504,0.6299212598425197,0.4644246803779878,0.6161773284075442,0.7515151515151515,0.8689614707608058,0.6850828729281768,0.6627950543274634
63,0.6658,0.6658,0.7424481511116028,0.1969742774963379,0.5622053146362305,0.004575915763918074,0.008124773763673765,0.006062420712123681,956.7995941932346,0.004338876396911605,0,0.7494246995653285,0.6695464362850972,0.7027230046948357,0.4692556634304207,0.6754716981132075,0.6107784431137725,0.8226950354609929,0.6150524367674275,0.7358400761542123,0.7098214285714286,0.7433655006031363,0.8324022346368715,0.808726534753932,0.6220472440944882,0.4697053918843802,0.6243437682286603,0.7598204264870931,0.8660277723450029,0.6795580110497238,0.6626077182465343
64,0.6682,0.6682,0.7467154860496521,0.19710464775562286,0.5643491148948669,0.004761129030979207,0.00842157333502608,0.006062420712123681,979.9648710843904,0.004511457687784513,0,0.7476348759907951,0.6692378895402653,0.6970892018779342,0.46601941747572817,0.6836477987421383,0.6167664670658682,0.8212765957446808,0.6150524367674275,0.7301285102332222,0.6875,0.7463811821471653,0.8379888268156425,0.8153221714865551,0.6299212598425197,0.47026125625347415,0.629010305269298,0.7674523007856341,0.8597692157246235,0.6906077348066298,0.6657924316223305
65,0.6681,0.6681,0.6732292771339417,0.19316387176513672,0.565541684627533,0.00439075654703996,0.007750103242494183,0.006062420712123681,784.9129118957777,0.00393488380653888,0,0.739452825364357,0.6664609688367787,0.6907042253521126,0.48220064724919093,0.6849056603773584,0.6107784431137725,0.823404255319149,0.6224552745219001,0.7287006187529748,0.6830357142857143,0.7490952955367913,0.8268156424581006,0.8183663115169965,0.6299212598425197,0.47693162868260147,0.6305658176161774,0.7721661054994389,0.8628984940348132,0.6850828729281768,0.668415136755339
66,0.6669,0.6669,0.7119672894477844,0.19209344685077667,0.5671930909156799,0.0044146379579228555,0.007769608656818373,0.006062420712123681,871.7219365263102,0.004124889632883301,0,0.7379186908718998,0.6655353286022833,0.6895774647887324,0.49514563106796117,0.6685534591194968,0.6077844311377245,0.8283687943262411,0.6169031462060457,0.7339362208472157,0.6785714285714286,0.7424607961399277,0.8296089385474861,0.8168442415017757,0.6062992125984252,0.4741523068371317,0.6398988916974528,0.7741863075196409,0.8650498728730687,0.6850828729281768,0.6648557512176845
67,0.6666,0.6666,0.7050595283508301,0.19093169271945953,0.5687372088432312,0.004708466854523192,0.00826427830487507,0.006062420712123681,862.2377523227822,0.004506926124520131,0,0.7430324725134236,0.6599814871953101,0.6892018779342723,0.47896440129449835,0.6591194968553459,0.5958083832335329,0.8347517730496454,0.6095003084515731,0.743455497382199,0.6696428571428571,0.7288902291917974,0.8324022346368715,0.8153221714865551,0.6220472440944882,0.4672040022234575,0.6418432821310519,0.7672278338945006,0.8716995892822218,0.6740331491712708,0.6648557512176845
68,0.6671,0.6671,0.7368711233139038,0.19117170572280884,0.5706638693809509,0.004805044622151691,0.008405366998888745,0.006062420712123681,933.059927491589,0.0045072466239404465,0,0.7471234978266428,0.6649182351126196,0.6972769953051643,0.4692556634304207,0.6578616352201258,0.6032934131736527,0.8354609929078014,0.6070326958667489,0.746311280342694,0.65625,0.7129071170084439,0.8379888268156425,0.8097412480974124,0.6614173228346457,0.45692051139521955,0.6389266964806534,0.7604938271604939,0.8814785840015646,0.6685082872928176,0.6697264893218434
69,0.668,0.668,0.7295382618904114,0.1908627450466156,0.5724708437919617,0.004762505361147319,0.008304703565496376,0.006062420712123681,908.1787077301802,0.0044913944462755245,0,0.7514702122219381,0.6636840481332922,0.7023474178403756,0.4627831715210356,0.6408805031446541,0.6062874251497006,0.8361702127659575,0.6008636644046884,0.7510709186101856,0.6339285714285714,0.7005428226779252,0.8379888268156425,0.8092338914256723,0.6535433070866141,0.4499722067815453,0.641648843087692,0.7580246913580246,0.8867592411500098,0.6685082872928176,0.6734732109404271
70,0.6682,0.6682,0.7321980595588684,0.19052894413471222,0.5742880702018738,0.005147822768949022,0.00894825225063785,0.006062420712123681,905.9378315314862,0.004935014010119856,0,0.7542827921247762,0.6646096883677877,0.7049765258215962,0.47896440129449835,0.6383647798742138,0.6122754491017964,0.8333333333333334,0.6113510178901912,0.7524988100904332,0.6473214285714286,0.7020506634499397,0.8296089385474861,0.8051750380517504,0.6535433070866141,0.45608671484157864,0.6365934279603345,0.7571268237934905,0.8926266379816155,0.6574585635359116,0.6807793180966654
71,0.671,0.671,0.7374109029769897,0.19078931212425232,0.5761479735374451,0.004993994033802015,0.008652883251400704,0.006062420712123681,920.1968855364036,0.004651804080567643,0,0.7519815903860905,0.6683122493057698,0.7145539906103286,0.4919093851132686,0.6490566037735849,0.625748502994012,0.8276595744680851,0.6187538556446638,0.7477391718229415,0.6696428571428571,0.7113992762364294,0.8296089385474861,0.8056823947234906,0.6299212598425197,0.46108949416342415,0.6371767450904141,0.7616161616161616,0.8926266379816155,0.6685082872928176,0.6869614087673286
72,0.6754,0.6754,0.6658408045768738,0.18731936812400818,0.577113926410675,0.004311900263902481,0.00745856494181639,0.006062420712123681,723.6900347618507,0.0037587581347805366,0,0.7555612375351572,0.6683122493057698,0.7216901408450704,0.4854368932038835,0.6628930817610063,0.625748502994012,0.825531914893617,0.6144355336212215,0.7444074250356972,0.6696428571428571,0.7249698431845597,0.8324022346368715,0.8082191780821918,0.6377952755905512,0.4616453585325181,0.6502041609955279,0.7726150392817059,0.8830432231566595,0.712707182320442,0.6875234170101161
73,0.6753,0.6753,0.7210294008255005,0.1869165003299713,0.5787302851676941,0.004473556782414716,0.007716617359606606,0.006062420712123681,871.232978747473,0.004338570818024621,0,0.7512145231398619,0.6615242209194693,0.7273239436619718,0.4854368932038835,0.6716981132075471,0.6287425149700598,0.823404255319149,0.607649599012955,0.7448833888624464,0.6830357142857143,0.7418576598311218,0.8296089385474861,0.8077118214104515,0.6220472440944882,0.452751528627015,0.6494264048220882,0.7838383838383839,0.8773714062194407,0.7182320441988951,0.689396777819408
74,0.6769,0.6769,0.6448305249214172,0.18349258601665497,0.5794285535812378,0.004013441990594224,0.00691461845877728,0.006062420712123681,703.3164823067929,0.0037217504956905344,0,0.7478905650728714,0.6572045664918235,0.7286384976525822,0.4886731391585761,0.679874213836478,0.6287425149700598,0.8226950354609929,0.6051819864281308,0.7386958591147073,0.6964285714285714,0.7493968636911942,0.835195530726257,0.8117706747843734,0.5984251968503937,0.44357976653696496,0.6558428932529652,0.7957351290684624,0.8722863289653824,0.7182320441988951,0.6877107530910453
75,0.6762,0.6762,0.7482991814613342,0.18430233001708984,0.5813601613044739,0.004849075888828646,0.008326592735957114,0.006062420712123681,952.4312697544162,0.004844859829620785,0,0.7417540271030427,0.6568960197469916,0.7258215962441315,0.48220064724919093,0.6855345911949685,0.6272455089820359,0.8205673758865248,0.6033312769895126,0.7391718229414564,0.7008928571428571,0.7563329312424608,0.8324022346368715,0.8244545915778793,0.6377952755905512,0.44080044469149526,0.6529263076025666,0.804040404040404,0.8672012517113241,0.7292817679558011,0.6830273510678156
76,0.6745,0.6745,0.7434312701225281,0.18450263142585754,0.5832038521766663,0.004997007843966795,0.008553534567340844,0.006062420712123681,950.9137262584696,0.004728892412575241,0,0.7432881615954998,0.6578216599814872,0.7224413145539906,0.47896440129449835,0.6817610062893081,0.6302395209580839,0.8276595744680851,0.6101172115977791,0.7448833888624464,0.7053571428571429,0.758745476477684,0.8324022346368715,0.8290208016235413,0.6377952755905512,0.44469149527515284,0.6470931363017693,0.8051627384960718,0.8697437903383533,0.7182320441988951,0.6757212439115774
77,0.6721,0.6721,0.7566788196563721,0.18574541807174683,0.5851932168006897,0.005115807200958122,0.008727168882777326,0.006062420712123681,968.0467489641449,0.0048262821125821635,0,0.7471234978266428,0.6652267818574514,0.7136150234741784,0.4854368932038835,0.6748427672955974,0.6362275449101796,0.8368794326241135,0.6088834053053671,0.7448833888624464,0.7008928571428571,0.7506031363088058,0.840782122905028,0.8280060882800608,0.6377952755905512,0.4483046136742635,0.6467042582150496,0.7966329966329966,0.874046548014864,0.7016574585635359,0.6676657924316224
78,0.6705,0.6705,0.6954678893089294,0.18385711312294006,0.5863986015319824,0.004636972722132348,0.00789408199140882,0.006062420712123681,797.8718654594736,0.004113724449954318,0,0.752492968550243,0.672014810243752,0.7104225352112676,0.48220064724919093,0.6761006289308176,0.6422155688622755,0.8432624113475178,0.6187538556446638,0.746311280342694,0.6919642857142857,0.7448733413751508,0.8435754189944135,0.8315575849822425,0.6299212598425197,0.45775430794886046,0.6367878670036944,0.7813692480359147,0.8783493056913749,0.7016574585635359,0.6654177594604721
79,0.6714,0.6714,0.756969153881073,0.18503279983997345,0.5883491635322571,0.004778596357241743,0.008108260184168724,0.006062420712123681,966.3387085854678,0.00457564554590537,0,0.7581181283559192,0.6760259179265659,0.7066666666666667,0.511326860841424,0.6691823899371069,0.6407185628742516,0.8553191489361702,0.6304750154225787,0.757734412184674,0.6785714285714286,0.7391435464414958,0.8435754189944135,0.8295281582952816,0.6377952755905512,0.4708171206225681,0.6292047443126579,0.7658810325476992,0.8838255427342069,0.6961325966850829,0.6706631697264893
80,0.6741,0.6741,0.7543684840202332,0.1857728213071823,0.5902405381202698,0.005153049714986316,0.008715656966569646,0.006062420712123681,970.3060102767223,0.004955369083125901,0,0.7632319099974431,0.6803455723542117,0.7023474178403756,0.5145631067961165,0.6716981132075471,0.6467065868263473,0.8553191489361702,0.6335595311536089,0.7544026653974298,0.6875,0.741254523522316,0.840782122905028,0.821917808219178,0.6299212598425197,0.48610339077265147,0.6255104024888197,0.7519640852974186,0.8846078623117544,0.6850828729281768,0.6779692768827276
81,0.6747,0.6747,0.7637591361999512,0.18636715412139893,0.5922274589538574,0.00552011158365322,0.009305219271858733,0.006062420712123681,1011.2506241479016,0.0053067999880579125,0,0.7663001789823575,0.6849737735266893,0.7070422535211267,0.5145631067961165,0.6742138364779874,0.6511976047904192,0.8475177304964538,0.6372609500308452,0.7505949547834364,0.6964285714285714,0.741254523522316,0.8435754189944135,0.8158295281582952,0.6614173228346457,0.49082823790994995,0.6249270853587401,0.7485970819304153,0.8842167025229807,0.6685082872928176,0.6800299737729487
82,0.6777,0.6777,0.7370618581771851,0.18598558008670807,0.5938507318496704,0.005302574392938655,0.00891412603032438,0.006062420712123681,908.0902238568849,0.0048670348639406535,0,0.7703912042955766,0.6954643628509719,0.7149295774647887,0.49838187702265374,0.6742138364779874,0.6511976047904192,0.8333333333333334,0.6298581122763726,0.7420276059019515,0.6919642857142857,0.7391435464414958,0.8435754189944135,0.8117706747843734,0.6850393700787402,0.4822123401889939,0.6303713785728174,0.7537598204264871,0.8820653236847252,0.6795580110497238,0.6841513675533908
83,0.6766,0.6766,0.7594473361968994,0.18671169877052307,0.5957345366477966,0.005488111384089388,0.00919690590546223,0.006062420712123681,950.8937839444151,0.005227523715748309,0,0.7732037841984147,0.6957729095958037,0.7164319248826291,0.47572815533980584,0.6754716981132075,0.6511976047904192,0.8241134751773049,0.6175200493522517,0.7410756782484531,0.6919642857142857,0.7403498190591074,0.8324022346368715,0.8041603247082699,0.7086614173228346,0.47220678154530293,0.6391211355240132,0.7584736251402918,0.8785448855857618,0.6850828729281768,0.6830273510678156
84,0.6753,0.6753,0.7295182347297668,0.1855820119380951,0.597220778465271,0.00515524249434102,0.008617625264650184,0.006062420712123681,865.2302185839436,0.004736908308084561,0,0.7686013807210432,0.6908361616784943,0.7149295774647887,0.48220064724919093,0.680503144654088,0.6497005988023952,0.8226950354609929,0.6095003084515731,0.7425035697287006,0.6785714285714286,0.7418576598311218,0.8268156424581006,0.8077118214104515,0.7007874015748031,0.4574763757643135,0.6511763562123274,0.7652076318742985,0.8812830041071777,0.7016574585635359,0.679280629449232
85,0.6744,0.6744,0.6729357242584229,0.18071956932544708,0.5980253219604492,0.004744916258736074,0.0079210612386255,0.006062420712123681,745.2880262440691,0.004303528831606529,0,0.7668115571465098,0.6911447084233261,0.7145539906103286,0.47896440129449835,0.6811320754716981,0.6422155688622755,0.8212765957446808,0.6027143738433066,0.7420276059019515,0.6875,0.7376357056694813,0.8296089385474861,0.8122780314561137,0.6850393700787402,0.44385769872151193,0.6622593816838421,0.7719416386083052,0.8816741638959515,0.7292817679558011,0.6787186212064443
86,0.6759,0.6759,0.6578958034515381,0.17652471363544464,0.5986536741256714,0.004328737790772044,0.007218729706081742,0.006062420712123681,712.0543865429917,0.003895333939870021,0,0.7583738174379954,0.6747917309472385,0.7143661971830986,0.459546925566343,0.6836477987421383,0.6317365269461078,0.8212765957446808,0.6020974706971005,0.7477391718229415,0.65625,0.7421592279855247,0.8268156424581006,0.8158295281582952,0.6692913385826772,0.43190661478599224,0.6747034804588762,0.7831649831649832,0.8808918443184041,0.7182320441988951,0.679280629449232
87,0.6782,0.6782,0.7600189447402954,0.17699222266674042,0.6004820466041565,0.0054703427266617165,0.009094773081833684,0.006062420712123681,950.9187905909521,0.005519584839716312,0,0.7468678087445666,0.6612156741746374,0.715868544600939,0.4563106796116505,0.6937106918238993,0.625748502994012,0.8297872340425532,0.6070326958667489,0.746311280342694,0.6696428571428571,0.7569360675512666,0.8324022346368715,0.8214104515474379,0.6692913385826772,0.4388549193996665,0.6815088469764728,0.7941638608305275,0.8783493056913749,0.712707182320442,0.6804046459348071
88,0.6789,0.6789,0.745291531085968,0.1775151938199997,0.6021025776863098,0.0055842551081934,0.009259212801935535,0.006062420712123681,939.1724757945428,0.005084120999371764,0,0.7427767834313475,0.6519592718296822,0.7149295774647887,0.46601941747572817,0.6930817610062893,0.624251497005988,0.8333333333333334,0.6138186304750154,0.7501189909566873,0.6696428571428571,0.76145958986731,0.840782122905028,0.8280060882800608,0.6535433070866141,0.4546970539188438,0.6801477736729535,0.7997755331088664,0.8744377078036378,0.7182320441988951,0.6820906706631698
89,0.6813,0.6813,0.7666444182395935,0.17981144785881042,0.6039698719978333,0.005872501058151092,0.009707096716664471,0.006062420712123681,971.5113632147381,0.005589489650579227,0,0.7417540271030427,0.6451712434433817,0.7145539906103286,0.49514563106796117,0.6855345911949685,0.6227544910179641,0.8432624113475178,0.6267735965453424,0.7486910994764397,0.6741071428571429,0.7599517490952955,0.840782122905028,0.8244545915778793,0.6062992125984252,0.4735964424680378,0.6735368461987167,0.7973063973063973,0.8767846665362801,0.7237569060773481,0.6877107530910453
90,0.6843,0.6843,0.7403645515441895,0.18000183999538422,0.6054859757423401,0.005349310125647422,0.00882017118219404,0.006062420712123681,898.0897119033081,0.004789715047275476,0,0.7425210943492713,0.6448626966985498,0.7115492957746479,0.511326860841424,0.6886792452830188,0.6287425149700598,0.8446808510638298,0.6354102405922271,0.7582103760114232,0.6830357142857143,0.7635705669481303,0.8463687150837989,0.823947234906139,0.6141732283464567,0.490272373540856,0.6573984055998444,0.7919191919191919,0.8795227850576961,0.7237569060773481,0.6972648932184339
91,0.6835,0.6835,0.6415777802467346,0.17528162896633148,0.6058574914932251,0.004370504573072011,0.007201863096915897,0.006062420712123681,666.0299567437327,0.0035994977525587693,0,0.7517259013040143,0.6590558469608145,0.7064788732394366,0.5145631067961165,0.6880503144654088,0.6287425149700598,0.850354609929078,0.634793337446021,0.7558305568776773,0.6830357142857143,0.7608564535585042,0.8491620111731844,0.823947234906139,0.6220472440944882,0.49166203446359086,0.6406766478708925,0.7865319865319865,0.8820653236847252,0.7182320441988951,0.7015736230798052
92,0.6822,0.6822,0.7413014769554138,0.17551594972610474,0.6073614954948425,0.004798842573631788,0.007888143166799864,0.006062420712123681,898.1377300179557,0.004773673460016555,0,0.7568396829455383,0.6713977167540882,0.7027230046948357,0.49838187702265374,0.6918238993710691,0.6437125748502994,0.850354609929078,0.6317088217149908,0.7563065207044265,0.7008928571428571,0.7602533172496985,0.8491620111731844,0.8224251648909183,0.6299212598425197,0.4869371873262924,0.6358156717868948,0.7820426487093154,0.8867592411500098,0.7182320441988951,0.7058823529411765
93,0.682,0.682,0.7512052655220032,0.17580173909664154,0.6089681386947632,0.005390642598003369,0.008837580614519482,0.006062420712123681,949.760098010771,0.005305642534603349,0,0.767067246228586,0.687442147485344,0.7123004694835681,0.49838187702265374,0.6981132075471698,0.6497005988023952,0.8482269503546099,0.6273904996915485,0.7601142313184198,0.6830357142857143,0.76145958986731,0.8463687150837989,0.8244545915778793,0.6456692913385826,0.47804335742078935,0.6342601594400156,0.7735129068462402,0.8871504009387835,0.712707182320442,0.7100037467216186
94,0.6832,0.6832,0.7636042833328247,0.1777527630329132,0.6107084155082703,0.005609278956899294,0.009169857426660589,0.006062420712123681,992.8334958904429,0.005395199882704215,0,0.7714139606238813,0.6985498302992903,0.7228169014084507,0.4854368932038835,0.6880503144654088,0.6676646706586826,0.8453900709219858,0.6193707587908698,0.7567824845311756,0.6741071428571429,0.7506031363088058,0.8435754189944135,0.8153221714865551,0.6614173228346457,0.46553640911617566,0.6408710869142524,0.7717171717171717,0.8853901818893017,0.7016574585635359,0.7094417384788311
95,0.6814,0.6814,0.737699031829834,0.17777572572231293,0.6121087670326233,0.005536495329805917,0.00903020088360818,0.006062420712123681,883.9759830825736,0.005064511733384595,0,0.7780618767578624,0.7059549521752545,0.7299530516431925,0.47249190938511326,0.6817610062893081,0.6691616766467066,0.8432624113475178,0.6150524367674275,0.7548786292241789,0.6607142857142857,0.7421592279855247,0.8435754189944135,0.8158295281582952,0.6614173228346457,0.45525291828793774,0.650009721952168,0.7721661054994389,0.8871504009387835,0.7071823204419889,0.7079430498313976
96,0.6823,0.6823,0.740459144115448,0.17811936140060425,0.6135251522064209,0.005431360258955789,0.008838304241014009,0.006062420712123681,889.9376253993939,0.005050996262797967,0,0.780107389414472,0.7000925640234495,0.7276995305164319,0.48220064724919093,0.6691823899371069,0.6616766467065869,0.8439716312056738,0.6057988895743368,0.7601142313184198,0.6651785714285714,0.7379372738238842,0.8435754189944135,0.8148148148148148,0.6692913385826772,0.44580322401334077,0.6675092358545596,0.7753086419753087,0.8885194601994915,0.6961325966850829,0.7010116148370176
97,0.679,0.679,0.7458468079566956,0.1782115399837494,0.6149893403053284,0.005570497985486468,0.009043172699588164,0.006062420712123681,900.8980206987616,0.005240108065722585,0,0.7744822296087958,0.6911447084233261,0.7263849765258216,0.4854368932038835,0.6647798742138364,0.6541916167664671,0.8468085106382979,0.5990129549660703,0.7624940504521657,0.6428571428571429,0.7388419782870929,0.8435754189944135,0.8188736681887366,0.6456692913385826,0.4260700389105058,0.6764534318491153,0.7759820426487093,0.8938001173479366,0.6850828729281768,0.7019482952416636
98,0.6805,0.6805,0.7183045744895935,0.17647685110569,0.616108238697052,0.005226133613104878,0.008468747110132924,0.006062420712123681,838.6068192114855,0.004736199663289748,0,0.7706468933776528,0.6825053995680346,0.7177464788732394,0.47572815533980584,0.6660377358490566,0.6392215568862275,0.8460992907801419,0.5916101172115977,0.7696335078534031,0.6473214285714286,0.7409529553679132,0.8435754189944135,0.8234398782343988,0.6456692913385826,0.4163424124513619,0.6758701147190356,0.7795735129068463,0.9016233131234109,0.6906077348066298,0.7021356313225927
99,0.6815,0.6815,0.7325791120529175,0.17599360644817352,0.6173816919326782,0.005166174061089851,0.008354345105113946,0.006062420712123681,870.9745562998097,0.004806392056699152,0,0.7652774226540526,0.6676951558161062,0.7138028169014085,0.48220064724919093,0.6742138364779874,0.6392215568862275,0.8475177304964538,0.5983960518198643,0.7715373631603998,0.6517857142857143,0.7448733413751508,0.8435754189944135,0.8259766615930999,0.6456692913385826,0.4232907170650361,0.6680925529846393,0.7869809203142536,0.9053393311167612,0.6906077348066298,0.6993255901086549
100,0.6729,0.5587500000000001,1.1952931880950928,0.1995566040277481,0.6258081197738647,0.11511315165006772,0.18364974546213186,0.006062420712123681,3423.5751988551165,0.11561663755233395,0,0.7798517003323958,0.6788028386300524,0.6933333333333334,0.49514563106796117,0.6352201257861635,0.33532934131736525,0.825531914893617,0.107958050586058,0.4259876249405045,0.5848214285714286,0.6568154402895054,0.8324022346368715,0.41146626078132925,0.2677165354330709,0.4677598665925514,0.35640676647870895,0.6978675645342312,0.5922159202034031,0.6353591160220995,0.6601723491944549
101,0.6554,0.54738,1.1096620559692383,0.2375887930393219,0.6324816346168518,0.16934981123285997,0.2673318403860085,0.006062420712123681,3560.987549439653,0.16971718676929543,0,0.781385834824853,0.7118173403270596,0.652394366197183,0.5469255663430421,0.650314465408805,0.3248502994011976,0.8198581560283688,0.10610734114743985,0.43027129938124703,0.5982142857142857,0.658021712907117,0.8184357541899442,0.410958904109589,0.25984251968503935,0.5494719288493608,0.37565623177133967,0.6094276094276094,0.6012125953451986,0.5911602209944752,0.6397527163731734
102,0.6073,0.5255599999999999,0.9510533213615417,0.26151472330093384,0.6364571452140808,0.17252801856077507,0.27065037996057606,0.006062420712123681,2215.0023743475413,0.17178691834046037,0,0.7345947328049093,0.740203640851589,0.6371830985915493,0.5048543689320388,0.6484276729559748,0.3023952095808383,0.8191489361702128,0.14003701418877237,0.4869109947643979,0.59375,0.6405307599517491,0.7541899441340782,0.4226281075596144,0.23622047244094488,0.49305169538632576,0.42426599261131637,0.5389450056116722,0.6549970663015842,0.5248618784530387,0.6260771824653428
103,0.556,0.5092399999999999,0.9056207537651062,0.2724578082561493,0.6397096514701843,0.14547535659953476,0.2270534808797156,0.006062420712123681,1814.9973617613227,0.14260316592281758,0,0.6369215034518027,0.7392780006170935,0.6255399061032864,0.4368932038834951,0.6157232704402515,0.28592814371257486,0.8184397163120567,0.2282541640962369,0.6273203236554021,0.5758928571428571,0.5949939686369119,0.5977653631284916,0.4535768645357686,0.2047244094488189,0.42023346303501946,0.47034804588761425,0.47048260381593715,0.766086446313319,0.5248618784530387,0.6624203821656051
