round,global_acc,per_client_gen_acc,agg_norm,first_mom_norm,second_mom_norm,local_c00,local_c01,local_c02,local_c03,local_c04,local_c05,local_c06,local_c07,local_c08,local_c09,local_c10,local_c11,local_c12,local_c13,local_c14,local_c15,local_c16,local_c17,local_c18,local_c19
59,0.6614,0.6614,0.7361579537391663,0.20756740868091583,0.5654577612876892,0.7553055484530811,0.6852823202715211,0.7021596244131455,0.6084142394822006,0.6830188679245283,0.6796407185628742,0.8141843971631205,0.6421961752004935,0.7282246549262256,0.6473214285714286,0.7436670687575392,0.7877094972067039,0.7803145611364789,0.5511811023622047,0.5225125069483046,0.5728174217382851,0.7441077441077442,0.8672012517113241,0.7458563535911602,0.6586736605470214
60,0.6618,0.6618,0.7456417679786682,0.20654989778995514,0.5675427913665771,0.7478905650728714,0.6744831842024067,0.7106103286384976,0.5857605177993528,0.6811320754716981,0.6736526946107785,0.8191489361702128,0.6446637877853177,0.7372679676344598,0.6473214285714286,0.7421592279855247,0.8072625698324022,0.7767630644342973,0.5433070866141733,0.5202890494719289,0.5759284464320436,0.7407407407407407,0.8666145120281635,0.7458563535911602,0.6652304233795429
61,0.664,0.664,0.7376735806465149,0.2057531177997589,0.5694957971572876,0.7512145231398619,0.67170626349892,0.7190610328638498,0.5889967637540453,0.6811320754716981,0.6706586826347305,0.8276595744680851,0.6384947563232573,0.7401237505949548,0.6428571428571429,0.744270205066345,0.7988826815642458,0.791476407914764,0.5354330708661418,0.50917176209005,0.5877892280769978,0.747699214365881,0.8703305300215138,0.7513812154696132,0.6646684151367553
62,0.6633,0.6633,0.7439229488372803,0.20512589812278748,0.5715036392211914,0.7576067501917668,0.6769515581610615,0.7107981220657277,0.5728155339805825,0.6880503144654088,0.6736526946107785,0.8148936170212766,0.621221468229488,0.7367920038077106,0.6517857142857143,0.7445717732207479,0.7960893854748603,0.7950279046169457,0.5354330708661418,0.48526959421901056,0.6004277658953918,0.7591470258136925,0.8703305300215138,0.7513812154696132,0.6648557512176845
63,0.6645,0.6645,0.7403396964073181,0.20430493354797363,0.5734381675720215,0.757862439273843,0.6837395865473619,0.704225352112676,0.5501618122977346,0.6930817610062893,0.6676646706586826,0.8092198581560284,0.6101172115977791,0.7339362208472157,0.6339285714285714,0.7451749095295537,0.8044692737430168,0.7909690512430239,0.5748031496062992,0.45497498610339077,0.608399766673148,0.7663299663299663,0.8703305300215138,0.7403314917127072,0.6599850131135256
64,0.6672,0.6672,0.7396324872970581,0.20276755094528198,0.5753377676010132,0.7611863973408336,0.6837395865473619,0.7008450704225352,0.5372168284789643,0.690566037735849,0.6661676646706587,0.8106382978723404,0.5965453423812461,0.7325083293669681,0.6294642857142857,0.7448733413751508,0.8100558659217877,0.793505834601725,0.5984251968503937,0.4452473596442468,0.6239548901419405,0.7735129068462402,0.8701349501271269,0.7569060773480663,0.6517422255526414
65,0.6697,0.6697,0.7441398501396179,0.2014923393726349,0.5772702097892761,0.7637432881615955,0.6849737735266893,0.6984037558685446,0.5339805825242718,0.6823899371069182,0.6676646706586826,0.8099290780141843,0.5977791486736582,0.729176582579724,0.625,0.73854041013269,0.8072625698324022,0.8001014713343481,0.5984251968503937,0.45525291828793774,0.631149134746257,0.7802469135802469,0.8720907490709955,0.7679558011049724,0.6506182090670664
66,0.6676,0.6676,0.7354286909103394,0.2007589340209961,0.5790655612945557,0.7583738174379954,0.679728478864548,0.6984037558685446,0.5372168284789643,0.6767295597484276,0.6691616766467066,0.8134751773049645,0.6144355336212215,0.7344121846739647,0.625,0.7379372738238842,0.8016759776536313,0.8026382546930492,0.5984251968503937,0.46386881600889385,0.6313435737896169,0.7804713804713804,0.8716995892822218,0.7679558011049724,0.6538029224428625
67,0.6691,0.6691,0.7489768266677856,0.20027554035186768,0.5810108184814453,0.7514702122219381,0.6735575439679111,0.7057276995305164,0.5372168284789643,0.6685534591194968,0.6751497005988024,0.8177304964539007,0.6156693399136336,0.7348881485007139,0.6205357142857143,0.7400482509047045,0.8044692737430168,0.8006088280060882,0.6062992125984252,0.4774874930516954,0.6297880614427377,0.7771043771043771,0.8654410326618424,0.7569060773480663,0.6626077182465343
68,0.6679,0.6679,0.7398477792739868,0.1992407888174057,0.5828134417533875,0.7491690104832524,0.6646096883677877,0.7062910798122066,0.5436893203883495,0.6754716981132075,0.6691616766467066,0.8262411347517731,0.6169031462060457,0.7405997144217039,0.625,0.7409529553679132,0.7932960893854749,0.7945205479452054,0.6062992125984252,0.4838799332962757,0.6258992805755396,0.7640852974186307,0.8650498728730687,0.7513812154696132,0.6697264893218434
69,0.6689,0.6689,0.7487005591392517,0.1975475400686264,0.5847052931785583,0.7537714139606239,0.6676951558161062,0.7087323943661972,0.5469255663430421,0.6861635220125786,0.6766467065868264,0.8297872340425532,0.6187538556446638,0.7482151356496907,0.6205357142857143,0.7397466827503015,0.7932960893854749,0.7894469812278031,0.6062992125984252,0.47971095052807117,0.6161773284075442,0.7546576879910213,0.868765890866419,0.7348066298342542,0.6755339078306482
70,0.6706,0.6706,0.7441836595535278,0.19663304090499878,0.5865148305892944,0.7614420864229098,0.6692378895402653,0.7175586854460094,0.540453074433657,0.6918238993710691,0.6841317365269461,0.826950354609929,0.6162862430598396,0.7482151356496907,0.6116071428571429,0.7427623642943305,0.7849162011173184,0.7864028411973617,0.6062992125984252,0.47720956086714844,0.6037332296325102,0.7503928170594837,0.8705261099159006,0.7348066298342542,0.6749718995878606
71,0.6677,0.6677,0.7514246702194214,0.19578216969966888,0.5883927345275879,0.7726924060342624,0.6788028386300524,0.7207511737089202,0.5501618122977346,0.6981132075471698,0.6901197604790419,0.824822695035461,0.6230721776681061,0.7444074250356972,0.6116071428571429,0.7503015681544029,0.7625698324022346,0.7798072044647387,0.6062992125984252,0.46942745969983324,0.5986778145051527,0.7497194163860831,0.874046548014864,0.7292817679558011,0.6747845635069314
72,0.667,0.667,0.7550780177116394,0.19505423307418823,0.5902926325798035,0.7752492968550243,0.6831224930576982,0.7258215962441315,0.5533980582524272,0.7012578616352201,0.6976047904191617,0.8156028368794326,0.6162862430598396,0.743455497382199,0.6071428571428571,0.7545235223160435,0.7597765363128491,0.7777777777777778,0.6062992125984252,0.4708171206225681,0.5910946918141162,0.7508417508417509,0.8756111871699589,0.7403314917127072,0.6719745222929936
73,0.667,0.667,0.7504867315292358,0.19397123157978058,0.5921090841293335,0.7719253387880337,0.6871336007405122,0.7245070422535211,0.5598705501618123,0.6943396226415094,0.7005988023952096,0.8099290780141843,0.6224552745219001,0.7372679676344598,0.6026785714285714,0.7551266586248492,0.7541899441340782,0.7737189244038559,0.6062992125984252,0.4741523068371317,0.5870114719035582,0.7519640852974186,0.8761979268531195,0.7458563535911602,0.666354439865118
74,0.6701,0.6701,0.7510072588920593,0.19443348050117493,0.5939086079597473,0.7752492968550243,0.6858994137611848,0.7203755868544601,0.5566343042071198,0.6974842767295597,0.7035928143712575,0.8163120567375887,0.6193707587908698,0.7363160399809614,0.6205357142857143,0.7551266586248492,0.7569832402234636,0.7843734145104008,0.5984251968503937,0.48082267926625905,0.5907058137273965,0.7611672278338945,0.8779581459026012,0.7458563535911602,0.6624203821656051
75,0.6693,0.6693,0.7485790252685547,0.1933230310678482,0.5956541895866394,0.7711582715418052,0.681579759333539,0.7128638497652582,0.5631067961165048,0.6937106918238993,0.7035928143712575,0.8191489361702128,0.6243059839605182,0.7372679676344598,0.6071428571428571,0.7445717732207479,0.7737430167597765,0.791476407914764,0.5826771653543307,0.4785992217898833,0.5971223021582733,0.7663299663299663,0.8801095247408567,0.7348066298342542,0.6648557512176845
76,0.6688,0.6688,0.7546167373657227,0.19369100034236908,0.5974531769752502,0.7655331117361288,0.6784942918852206,0.7055399061032864,0.5501618122977346,0.6836477987421383,0.7080838323353293,0.8297872340425532,0.6230721776681061,0.7382198952879581,0.6071428571428571,0.7394451145958987,0.776536312849162,0.802130898021309,0.5905511811023622,0.47109505280711506,0.6165662064942641,0.7681257014590348,0.8840211226285938,0.7513812154696132,0.6607343574372424
77,0.6686,0.6686,0.7582793831825256,0.19278477132320404,0.5992751121520996,0.7657888008182051,0.679728478864548,0.703849765258216,0.5566343042071198,0.6817610062893081,0.7020958083832335,0.8446808510638298,0.6243059839605182,0.7420276059019515,0.6160714285714286,0.7376357056694813,0.7905027932960894,0.8092338914256723,0.5984251968503937,0.4697053918843802,0.6336768423099358,0.7714927048260382,0.8846078623117544,0.7458563535911602,0.6586736605470214
78,0.6728,0.6728,0.7599115371704102,0.19224268198013306,0.6010940670967102,0.7711582715418052,0.6840481332921937,0.7098591549295775,0.5533980582524272,0.6880503144654088,0.7050898203592815,0.8439716312056738,0.6236890808143122,0.7429795335554498,0.6339285714285714,0.7388419782870929,0.7988826815642458,0.8127853881278538,0.5905511811023622,0.4741523068371317,0.6362045498736146,0.7658810325476992,0.8834343829454332,0.7458563535911602,0.6581116523042337
79,0.6725,0.6725,0.7617343664169312,0.19129908084869385,0.6029123663902283,0.7701355152135004,0.6828139463128664,0.7213145539906103,0.5598705501618123,0.689937106918239,0.7005988023952096,0.8482269503546099,0.6267735965453424,0.7448833888624464,0.6205357142857143,0.7457780458383595,0.8044692737430168,0.8132927447995941,0.5984251968503937,0.47804335742078935,0.6303713785728174,0.7600448933782267,0.8840211226285938,0.7513812154696132,0.6609216935181716
80,0.6725,0.6725,0.7519111633300781,0.19015517830848694,0.6045840978622437,0.767067246228586,0.673866090712743,0.7211267605633803,0.5631067961165048,0.6930817610062893,0.6976047904191617,0.8390070921985816,0.6286243059839605,0.7482151356496907,0.625,0.7484921592279855,0.8128491620111732,0.8112633181126332,0.5826771653543307,0.4858254585881045,0.6258992805755396,0.7548821548821549,0.885194601994915,0.7458563535911602,0.6667291120269764
81,0.6743,0.6743,0.7757368683815002,0.19045671820640564,0.6065347790718079,0.7655331117361288,0.675717371181734,0.7184976525821596,0.5598705501618123,0.6893081761006289,0.6961077844311377,0.8304964539007093,0.6391116594694632,0.7458353165159448,0.6205357142857143,0.7536188178528347,0.8100558659217877,0.8001014713343481,0.5511811023622047,0.4944413563090606,0.614621816060665,0.7517396184062851,0.8855857617836886,0.7348066298342542,0.6717871862120645
82,0.6719,0.6719,0.770306408405304,0.191495880484581,0.6083906888961792,0.767067246228586,0.6754088244369022,0.7215023474178404,0.5598705501618123,0.6861635220125786,0.6901197604790419,0.8191489361702128,0.6317088217149908,0.7458353165159448,0.6205357142857143,0.7515078407720145,0.7988826815642458,0.7995941146626078,0.5511811023622047,0.49166203446359086,0.6074275714563484,0.755331088664422,0.8873459808331704,0.7458563535911602,0.6770325964780817
83,0.6694,0.6694,0.7583990693092346,0.19079849123954773,0.6100733280181885,0.7629762209153669,0.6751002776920704,0.7261971830985916,0.5631067961165048,0.670440251572327,0.6781437125748503,0.8163120567375887,0.6273904996915485,0.7491670633031889,0.6116071428571429,0.741556091676719,0.7821229050279329,0.7985794013191273,0.5511811023622047,0.4838799332962757,0.6117052304102664,0.7593714927048261,0.8838255427342069,0.7237569060773481,0.6809666541775946
84,0.6653,0.6653,0.7663478851318359,0.19071844220161438,0.6118338108062744,0.7611863973408336,0.6735575439679111,0.7308920187793427,0.5533980582524272,0.6591194968553459,0.6796407185628742,0.8134751773049645,0.6150524367674275,0.7496430271299381,0.6026785714285714,0.7282870928829915,0.7681564245810056,0.793505834601725,0.5511811023622047,0.4616453585325181,0.6128718646704259,0.7640852974186307,0.8830432231566595,0.7071823204419889,0.6841513675533908
85,0.6643,0.6643,0.769439160823822,0.19060610234737396,0.6136102676391602,0.7652774226540526,0.673866090712743,0.7357746478873239,0.5048543689320388,0.6459119496855346,0.6841317365269461,0.8191489361702128,0.6064157927205429,0.7482151356496907,0.5982142857142857,0.7192400482509047,0.770949720670391,0.7980720446473871,0.5511811023622047,0.44163424124513617,0.6225938168384212,0.7687991021324355,0.8873459808331704,0.7071823204419889,0.681341326339453
86,0.6657,0.6657,0.7549858689308167,0.18888148665428162,0.6151849031448364,0.7716696497059575,0.6809626658438753,0.7348356807511737,0.49514563106796117,0.6358490566037736,0.6946107784431138,0.8198581560283688,0.6051819864281308,0.7420276059019515,0.59375,0.7171290711700844,0.7793296089385475,0.7970573313039067,0.5511811023622047,0.43746525847693163,0.6268714757923392,0.7744107744107744,0.8924310580872287,0.7071823204419889,0.6809666541775946
87,0.67,0.67,0.772673487663269,0.18849460780620575,0.6169587969779968,0.7849654819739197,0.6936130823819808,0.7269483568075117,0.511326860841424,0.6471698113207547,0.6976047904191617,0.8283687943262411,0.6088834053053671,0.7396477867682056,0.5892857142857143,0.718335343787696,0.776536312849162,0.8031456113647895,0.5590551181102362,0.4466370205669817,0.629010305269298,0.7721661054994389,0.8900840993545863,0.7071823204419889,0.6706631697264893
88,0.6727,0.6727,0.7702158093452454,0.18790550529956818,0.6186792850494385,0.7885451291229865,0.7041036717062635,0.7184976525821596,0.5145631067961165,0.6566037735849056,0.7005988023952096,0.8326241134751773,0.6206045650832819,0.7363160399809614,0.5982142857142857,0.7313027744270205,0.7793296089385475,0.8031456113647895,0.5826771653543307,0.45858810450250137,0.6264825977056193,0.7712682379349046,0.8908664189321338,0.7237569060773481,0.6633570625702511
89,0.6761,0.6761,0.7721250653266907,0.18743249773979187,0.6204016804695129,0.793147532600358,0.7025609379821043,0.7136150234741784,0.5275080906148867,0.6735849056603773,0.7065868263473054,0.8425531914893617,0.6335595311536089,0.7391718229414564,0.6116071428571429,0.7481905910735827,0.7960893854748603,0.8051750380517504,0.5826771653543307,0.4744302390216787,0.6276492319657787,0.7674523007856341,0.8922354781928418,0.7403314917127072,0.6650430872986137
90,0.6779,0.6779,0.7575329542160034,0.18686756491661072,0.6219226717948914,0.7934032216824342,0.6991669237889541,0.7175586854460094,0.5436893203883495,0.6867924528301886,0.6961077844311377,0.8460992907801419,0.6434299814929056,0.7439314612089482,0.6294642857142857,0.7566344993968637,0.8016759776536313,0.8092338914256723,0.5905511811023622,0.49221789883268485,0.6210383044915418,0.7598204264870931,0.8918443184040681,0.7513812154696132,0.6674784563506931
91,0.6798,0.6798,0.7576962113380432,0.18655993044376373,0.6234267950057983,0.7913577090258246,0.6905276149336624,0.7222535211267606,0.5436893203883495,0.6993710691823899,0.6961077844311377,0.8446808510638298,0.6563849475632326,0.7482151356496907,0.6428571428571429,0.7635705669481303,0.8100558659217877,0.8077118214104515,0.6299212598425197,0.5008337965536409,0.6198716702313825,0.7539842873176207,0.8922354781928418,0.7458563535911602,0.6689771449981267
92,0.6827,0.6827,0.7663459777832031,0.18550604581832886,0.6250177621841431,0.7875223727946816,0.6886763344646714,0.7282629107981221,0.5469255663430421,0.7044025157232704,0.6946107784431138,0.8432624113475178,0.6600863664404688,0.7539267015706806,0.6651785714285714,0.7686972255729795,0.8128491620111732,0.8092338914256723,0.6377952755905512,0.5033351862145636,0.6175384017110636,0.7580246913580246,0.8879327205163309,0.7624309392265194,0.6697264893218434
93,0.6826,0.6826,0.7862977981567383,0.18666189908981323,0.6268360614776611,0.7844541038097673,0.6868250539956804,0.7327699530516432,0.5598705501618123,0.7,0.6901197604790419,0.8354609929078014,0.6644046884639112,0.7510709186101856,0.6785714285714286,0.7735223160434258,0.8128491620111732,0.8077118214104515,0.6535433070866141,0.5116731517509727,0.6148162551040249,0.7661054994388328,0.8848034422061412,0.7624309392265194,0.6727238666167104
94,0.6812,0.6812,0.7766653895378113,0.186592698097229,0.6285111308097839,0.7760163641012529,0.6837395865473619,0.7385915492957746,0.5663430420711975,0.7081761006289308,0.7035928143712575,0.8262411347517731,0.6533004318322023,0.7453593526891956,0.6741071428571429,0.7777442702050663,0.8044692737430168,0.8132927447995941,0.6456692913385826,0.5047248471372985,0.6173439626677036,0.773063973063973,0.8791316252689223,0.7569060773480663,0.67740726863994
95,0.6818,0.6818,0.7781087160110474,0.18674421310424805,0.6301829218864441,0.7770391204295577,0.6821968528232027,0.7453521126760564,0.5436893203883495,0.7056603773584905,0.7020958083832335,0.8156028368794326,0.6378778531770513,0.746311280342694,0.6830357142857143,0.7756332931242461,0.7988826815642458,0.8138001014713343,0.6299212598425197,0.4919399666481378,0.6231771339685008,0.7811447811447811,0.8754156072755721,0.7513812154696132,0.6809666541775946
96,0.6789,0.6789,0.7890662550926208,0.18665100634098053,0.6319695115089417,0.7737151623625671,0.6828139463128664,0.7447887323943662,0.5275080906148867,0.6987421383647798,0.6991017964071856,0.8099290780141843,0.6261566933991364,0.7410756782484531,0.6607142857142857,0.7677925211097708,0.7877094972067039,0.8092338914256723,0.6141732283464567,0.4763757643135075,0.6286214271825783,0.7856341189674523,0.8789360453745355,0.7458563535911602,0.6863994005245411
97,0.6769,0.6769,0.7643520832061768,0.18583571910858154,0.6334303617477417,0.7732037841984147,0.6865165072508485,0.739906103286385,0.5016181229773463,0.6867924528301886,0.6931137724550899,0.8134751773049645,0.6162862430598396,0.7401237505949548,0.6383928571428571,0.7596501809408926,0.7737430167597765,0.8153221714865551,0.5590551181102362,0.462479155086159,0.6369823060470543,0.7894500561167228,0.8816741638959515,0.7237569060773481,0.6796553016110903
98,0.6777,0.6777,0.7714067101478577,0.1850280612707138,0.6349585056304932,0.776272053183329,0.6865165072508485,0.7370892018779343,0.4886731391585761,0.6754716981132075,0.6976047904191617,0.8241134751773049,0.6057988895743368,0.7386958591147073,0.625,0.7560313630880579,0.7877094972067039,0.8107559614408929,0.5590551181102362,0.452751528627015,0.6484542096052888,0.7898989898989899,0.8824564834734989,0.7348066298342542,0.6701011614837018
99,0.6781,0.6781,0.777283251285553,0.18429823219776154,0.6365393400192261,0.7760163641012529,0.6843566800370257,0.7333333333333333,0.4919093851132686,0.6773584905660377,0.6856287425149701,0.8290780141843972,0.6057988895743368,0.7396477867682056,0.625,0.7518094089264173,0.7877094972067039,0.8143074581430746,0.5433070866141733,0.44385769872151193,0.6527318685592067,0.7872053872053872,0.8828476432622726,0.7292817679558011,0.6714125140502061
100,0.6792,0.56291,1.1789766550064087,0.2043614387512207,0.644228458404541,0.7818972129890054,0.6917618019129899,0.7297652582159624,0.4854368932038835,0.6314465408805031,0.35179640718562877,0.8170212765957446,0.1067242442936459,0.40504521656354114,0.5357142857142857,0.6468636911942099,0.7681564245810056,0.4028411973617453,0.2755905511811024,0.45608671484157864,0.3501847170911919,0.734006734006734,0.589477801681987,0.6961325966850829,0.6397527163731734
101,0.6616,0.55159,1.0805734395980835,0.23886847496032715,0.6500434279441833,0.7752492968550243,0.7142857142857143,0.7141784037558685,0.511326860841424,0.6352201257861635,0.3383233532934132,0.8347517730496454,0.10425663170882171,0.41551642075202283,0.5491071428571429,0.6402291917973462,0.7681564245810056,0.41907661085743275,0.28346456692913385,0.4802668148971651,0.3842115496791756,0.6552188552188553,0.6016037551339722,0.6685082872928176,0.646309479205695
102,0.6342,0.5405300000000001,0.9611132740974426,0.26463308930397034,0.6538870334625244,0.7540271030427,0.7232335698858378,0.6914553990610328,0.4854368932038835,0.6358490566037736,0.3398203592814371,0.8390070921985816,0.11844540407156076,0.4512137077582104,0.5535714285714286,0.6287696019300362,0.7486033519553073,0.4429223744292237,0.2440944881889764,0.490272373540856,0.4407933112969084,0.561391694725028,0.6323097985527087,0.6132596685082873,0.6320719370550768
103,0.5816,0.52246,0.8793883323669434,0.2740606367588043,0.6565255522727966,0.6903605216057275,0.7318728787411293,0.6647887323943662,0.4692556634304207,0.6383647798742138,0.3278443113772455,0.8397163120567376,0.19432449105490437,0.5616373155640171,0.5580357142857143,0.6070566948130277,0.6675977653631285,0.471841704718417,0.2283464566929134,0.4641467481934408,0.49990278047832004,0.4684624017957351,0.7226677097594367,0.5414364640883977,0.6227051330086174
104,0.5386,0.5103099999999999,0.8518105149269104,0.2737996280193329,0.6587650179862976,0.6156993096394784,0.7186053687133601,0.655962441314554,0.4368932038834951,0.630188679245283,0.3203592814371258,0.8482269503546099,0.2745219000616903,0.6615897191813422,0.5535714285714286,0.5874547647768396,0.6005586592178771,0.5078640284119736,0.2047244094488189,0.43718732629238466,0.5420960528874198,0.4006734006734007,0.8124388812830041,0.5082872928176796,0.6116523042337955
105,0.52,0.50638,0.8384804129600525,0.2706446945667267,0.6608041524887085,0.5717207875223728,0.6991669237889541,0.6587793427230046,0.4336569579288026,0.6339622641509434,0.3203592814371258,0.8539007092198582,0.31030228254164094,0.7072822465492623,0.5580357142857143,0.5811218335343787,0.5698324022346368,0.534753932014206,0.2047244094488189,0.4171762090050028,0.5494847365350962,0.37643097643097645,0.8591824760414629,0.44751381215469616,0.6030348445110528
106,0.5162,0.5086999999999999,0.8324357867240906,0.26585105061531067,0.6627405285835266,0.5566351316798772,0.6862079605060166,0.67981220657277,0.41423948220064727,0.6415094339622641,0.33532934131736525,0.8539007092198582,0.34361505243676743,0.7229890528319848,0.5714285714285714,0.5856453558504222,0.5446927374301676,0.5423642820903095,0.2125984251968504,0.3802112284602557,0.5391794672370211,0.3991021324354658,0.8748288675924115,0.46408839779005523,0.5979767703259647
107,0.519,0.51342,0.8193451166152954,0.26006263494491577,0.6644893288612366,0.5571465098440297,0.6828139463128664,0.7036619718309859,0.3592233009708738,0.6396226415094339,0.3323353293413174,0.850354609929078,0.3985194324491055,0.7310804378867206,0.59375,0.5856453558504222,0.5279329608938548,0.5256215119228818,0.2204724409448819,0.3085047248471373,0.5164300991639121,0.4754208754208754,0.8820653236847252,0.5359116022099447,0.5985387785687524
108,0.531,0.52336,0.7947407364845276,0.2534103989601135,0.6659179329872131,0.5668626949629251,0.6886763344646714,0.72,0.28802588996763756,0.6471698113207547,0.3398203592814371,0.8460992907801419,0.46946329426280076,0.723465016658734,0.6294642857142857,0.5820265379975874,0.5167597765363129,0.48300355149670215,0.2283464566929134,0.22206781545302945,0.4779311685786506,0.571043771043771,0.8830432231566595,0.6132596685082873,0.598164106406894
109,0.54,0.52965,0.8046466708183289,0.24563683569431305,0.6674480438232422,0.570698031194068,0.697315643319963,0.7331455399061033,0.22006472491909385,0.6572327044025157,0.3473053892215569,0.8404255319148937,0.512646514497224,0.7158495954307472,0.6517857142857143,0.5820265379975874,0.5111731843575419,0.44799594114662605,0.23622047244094488,0.16203446359088383,0.43379350573595177,0.6509539842873177,0.8783493056913749,0.6574585635359116,0.6024728362682653
110,0.546,0.53322,0.8040081262588501,0.2366054207086563,0.6689515709877014,0.5814369726412683,0.7037951249614317,0.7355868544600939,0.1941747572815534,0.6540880503144654,0.3398203592814371,0.8404255319148937,0.5397902529302899,0.7082341742027606,0.6517857142857143,0.5856453558504222,0.4972067039106145,0.43125317097919835,0.23622047244094488,0.12506948304613674,0.40987750340268325,0.6947250280583613,0.8707216898102875,0.6574585635359116,0.6135256650430873
111,0.5505,0.5357700000000001,0.8089801073074341,0.22906403243541718,0.6704966425895691,0.595499872155459,0.7186053687133601,0.7275117370892019,0.18446601941747573,0.6540880503144654,0.35479041916167664,0.8397163120567376,0.5453423812461443,0.7058543550690147,0.6517857142857143,0.5880579010856454,0.5083798882681564,0.42516489091831555,0.25196850393700787,0.11089494163424124,0.402099941668287,0.6992143658810326,0.8625073342460395,0.6740331491712708,0.6309479205695017
112,0.5548,0.5373699999999999,0.8079023361206055,0.22236613929271698,0.6720098257064819,0.6087957044234211,0.7312557852514656,0.7113615023474178,0.20064724919093851,0.6559748427672956,0.35778443113772457,0.8468085106382979,0.5330043183220234,0.6991908614945264,0.6517857142857143,0.5943908323281062,0.5251396648044693,0.4292237442922374,0.25196850393700787,0.10728182323513062,0.40773867392572427,0.6702581369248036,0.8497946411108938,0.6519337016574586,0.6431247658298989
113,0.5582,0.53491,0.8038933277130127,0.21757730841636658,0.6734564304351807,0.6348759907951931,0.7380438136377662,0.6944600938967136,0.20711974110032363,0.6522012578616352,0.3532934131736527,0.8531914893617021,0.5077112893275756,0.680628272251309,0.6383928571428571,0.5940892641737032,0.5614525139664804,0.4459665144596651,0.2440944881889764,0.12701500833796553,0.4205716507874781,0.6282828282828283,0.8278896929395658,0.6298342541436464,0.6485575121768452
114,0.5648,0.53483,0.8082560896873474,0.21400859951972961,0.6749377846717834,0.6642802352339555,0.7392780006170935,0.687699530516432,0.24919093851132687,0.6452830188679245,0.3502994011976048,0.8539007092198582,0.4583590376310919,0.6477867682056164,0.6205357142857143,0.606453558504222,0.5893854748603352,0.4789446981227803,0.25196850393700787,0.15591995553085047,0.4302936029554735,0.5584736251402918,0.7973792294152161,0.585635359116022,0.6564256275758711
115,0.5636,0.5298200000000001,0.8032943606376648,0.21027959883213043,0.6763418912887573,0.6783431347481462,0.7349583461894477,0.6901408450704225,0.255663430420712,0.6358490566037736,0.3458083832335329,0.8560283687943262,0.4108574953732264,0.6206568300809139,0.625,0.614897466827503,0.6312849162011173,0.5073566717402334,0.23622047244094488,0.18927181767648693,0.43671009138635036,0.5095398428731762,0.7754742812438882,0.5580110497237569,0.6616710378418883
116,0.5664,0.52598,0.8029190897941589,0.20856450498104095,0.6777247786521912,0.6959856814114037,0.7321814254859611,0.6935211267605634,0.2977346278317152,0.6314465408805031,0.3338323353293413,0.8539007092198582,0.3621221468229488,0.5906711089957163,0.5982142857142857,0.6257539203860072,0.6424581005586593,0.5235920852359208,0.2440944881889764,0.23624235686492495,0.4454598483375462,0.47901234567901235,0.7535693330725601,0.5303867403314917,0.6616710378418883
117,0.5746,0.52759,0.7879505157470703,0.20536983013153076,0.6789156198501587,0.7136282280746612,0.7257019438444925,0.6995305164319249,0.32038834951456313,0.620125786163522,0.3323353293413174,0.8489361702127659,0.33066008636644045,0.566872917658258,0.5892857142857143,0.6269601930036188,0.6620111731843575,0.5235920852359208,0.23622047244094488,0.26903835464146747,0.4516818977250632,0.48035914702581367,0.7306864854292978,0.5082872928176796,0.656238291494942
118,0.5838,0.53007,0.7850887775421143,0.2031044363975525,0.6800594329833984,0.7184863206341089,0.7124344338167232,0.699718309859155,0.3268608414239482,0.6176100628930817,0.3263473053892216,0.8397163120567376,0.31523750771128933,0.5464064731080438,0.5803571428571429,0.6260554885404102,0.6703910614525139,0.5088787417554541,0.25984251968503935,0.28237909949972206,0.4462376045109858,0.5050505050505051,0.715431253667123,0.4861878453038674,0.6534282502810042
119,0.5941,0.53371,0.7809896469116211,0.20134754478931427,0.6811427474021912,0.7282025057530044,0.7071891391545819,0.7032863849765258,0.3333333333333333,0.6226415094339622,0.33682634730538924,0.8304964539007093,0.2998149290561382,0.5283198476915755,0.5848214285714286,0.632388419782871,0.6759776536312849,0.4992389649923896,0.2677165354330709,0.29405225125069484,0.43748784755979003,0.5272727272727272,0.7005671816937219,0.5138121546961326,0.6560509554140127
120,0.6004,0.53693,0.7785620093345642,0.19971683621406555,0.6821858286857605,0.7276911275888519,0.6979327368096266,0.7070422535211267,0.313915857605178,0.6333333333333333,0.3398203592814371,0.8290780141843972,0.30351634793337445,0.5230842455973346,0.6026785714285714,0.6423401688781665,0.6703910614525139,0.48452562151192285,0.2677165354330709,0.29571984435797666,0.42484930974139606,0.5578002244668911,0.694895364756503,0.5469613259668509,0.6551142750093668
121,0.6026,0.53955,0.7868492007255554,0.19875048100948334,0.6833118796348572,0.7287138839171567,0.7053378586855908,0.7123004694835681,0.313915857605178,0.6459119496855346,0.35179640718562877,0.824822695035461,0.30228254164096235,0.5230842455973346,0.6071428571428571,0.6393244873341375,0.6508379888268156,0.47691527143581935,0.2755905511811024,0.2954419121734297,0.41882169939723896,0.5876543209876544,0.7013495012712693,0.6132596685082873,0.6551142750093668
