round,global_acc,per_client_gen_acc,local_c00,local_c01,local_c02,local_c03,local_c04,local_c05,local_c06,local_c07,local_c08,local_c09,local_c10,local_c11,local_c12,local_c13,local_c14,local_c15,local_c16,local_c17,local_c18,local_c19
0,0.1841,0.1841,0.22039473684210525,0.004324992276799506,0.00244085617724371,0.032362459546925564,0.032989003665444855,0.016666666666666666,0.17712066905615292,0.2954035874439462,0.62375985754261,0.14049586776859505,0.3621301775147929,0.2757660167130919,0.0732196589769308,0.19393939393939394,0.1345258515069836,0.2418831168831169,0.0197869101978691,0.30463312785842117,0.12048192771084337,0.036347318824321295
1,0.2466,0.2466,0.22697368421052633,0.041396354649366696,0.003755163349605708,0.038834951456310676,0.034988337220926355,0.02638888888888889,0.3640979689366786,0.28643497757847536,0.6891376240142457,0.15702479338842976,0.3207100591715976,0.5738161559888579,0.5576730190571715,0.20606060606060606,0.13893653516295026,0.4012691853600944,0.0197869101978691,0.375223702525353,0.1566265060240964,0.050033654924837336
2,0.3524,0.3524,0.30111336032388664,0.16187828236021007,0.07791963950431843,0.05825242718446602,0.03865378207264245,0.05,0.45221027479091996,0.27522421524663676,0.6840498600864919,0.19834710743801653,0.2556213017751479,0.6824512534818942,0.7342026078234705,0.21515151515151515,0.13379073756432247,0.6940672963400236,0.3318112633181126,0.5237621793597137,0.5301204819277109,0.16962082118016603
3,0.4085,0.4085,0.37879554655870445,0.256101328390485,0.09838527975966954,0.06796116504854369,0.10429856714428523,0.10833333333333334,0.4572879330943847,0.29091928251121074,0.7270414652760112,0.2396694214876033,0.32662721893491126,0.6434540389972145,0.6489468405215647,0.2545454545454545,0.13648615535407987,0.707939787485242,0.393455098934551,0.6591767747067011,0.5903614457831325,0.3708772717074265
4,0.4369,0.4369,0.3666497975708502,0.25826382452888474,0.13161847540368005,0.08737864077669903,0.11162945684771743,0.10833333333333334,0.5029868578255675,0.28419282511210764,0.7222080895446451,0.2727272727272727,0.31715976331360946,0.7019498607242339,0.7422266800401204,0.2696969696969697,0.14065180102915953,0.8373671782762692,0.5167427701674278,0.6526148339630146,0.6506024096385542,0.39174332510657395
5,0.485,0.485,0.4228238866396761,0.31417979610750696,0.2288772061584679,0.11326860841423948,0.2015994668443852,0.20694444444444443,0.5397252090800478,0.3116591928251121,0.7407784278809463,0.3305785123966942,0.37751479289940826,0.7186629526462396,0.7512537612838516,0.31212121212121213,0.15657926978681697,0.8448937426210154,0.556316590563166,0.6822429906542056,0.6626506024096386,0.48777204397576845
6,0.5025,0.5025,0.4435728744939271,0.33271547729379053,0.2870822380773564,0.15210355987055016,0.2279240253248917,0.24166666666666667,0.5555555555555556,0.33183856502242154,0.7519715085220046,0.371900826446281,0.40710059171597635,0.7437325905292479,0.7783350050150452,0.33636363636363636,0.17471208037245772,0.8531582054309327,0.578386605783866,0.682044143965003,0.6867469879518072,0.49652232443347544
7,0.5307,0.5307,0.47393724696356276,0.3901760889712697,0.29647014645137065,0.15857605177993528,0.2785738087304232,0.29305555555555557,0.5791517323775388,0.32903587443946186,0.7649453065377766,0.3884297520661157,0.42011834319526625,0.713091922005571,0.7863590772316951,0.35454545454545455,0.1810830678755207,0.8679161747343566,0.6141552511415526,0.7035195863988865,0.6867469879518072,0.5947947049584923
8,0.5564,0.5564,0.5199898785425101,0.42045103490886626,0.3011641006383778,0.2168284789644013,0.36587804065311563,0.3472222222222222,0.6242532855436081,0.3654708520179372,0.7883490206054439,0.4297520661157025,0.4887573964497041,0.7437325905292479,0.7823470411233701,0.41515151515151516,0.21538838519970596,0.8565525383707202,0.6225266362252664,0.7192284748458938,0.7108433734939759,0.6401166704061028
9,0.5663,0.5663,0.49468623481781376,0.424158171146123,0.3586180998873451,0.22006472491909385,0.38020659780073307,0.3527777777777778,0.6290322580645161,0.3447309417040359,0.7842788094632409,0.4462809917355372,0.47337278106508873,0.7465181058495822,0.8134403209628887,0.45454545454545453,0.21734868904680227,0.8690968122786304,0.632420091324201,0.6965599522767946,0.7349397590361446,0.665694413282477
10,0.577,0.577,0.5470647773279352,0.45134383688600554,0.33251971460758545,0.2297734627831715,0.4418527157614129,0.39166666666666666,0.6541218637992832,0.3873318385650224,0.8023403714067667,0.4380165289256198,0.5349112426035503,0.7632311977715878,0.7853560682046138,0.4818181818181818,0.24234256309728008,0.8605371900826446,0.6270928462709284,0.7331477430900776,0.7228915662650602,0.6511106125196321
11,0.5932,0.5932,0.5637651821862348,0.47883843064565956,0.417761922643635,0.22330097087378642,0.43185604798400534,0.43333333333333335,0.6427718040621266,0.3867713004484305,0.8097176291020096,0.4462809917355372,0.5420118343195266,0.7715877437325905,0.7833500501504513,0.49696969696969695,0.23352119578534672,0.8457792207792207,0.6385083713850838,0.7399085305229668,0.7108433734939759,0.6962082118016603
