round,global_acc,per_client_gen_acc,base_lr,mean_client_lr,min_client_lr,max_client_lr,local_c00,local_c01,local_c02,local_c03,local_c04,local_c05,local_c06,local_c07,local_c08,local_c09,local_c10,local_c11,local_c12,local_c13,local_c14,local_c15,local_c16,local_c17,local_c18,local_c19
0,0.1875,0.1875,0.0099,0.010000000000000002,0.01,0.01,0.21685222672064777,0.01761433868974042,0.020657276995305163,0.02912621359223301,0.0410958904109589,0.028037383177570093,0.5304752066115702,0.2219730941704036,0.2840793489318413,0.10743801652892562,0.296220633299285,0.7688022284122563,0.3918245264207378,0.06521739130434782,0.02817936780200931,0.3067158671586716,0.031207903008531657,0.4040680618032466,0.07017543859649122,0.038375224416517056
1,0.2633,0.2633,0.009801,0.0054364314040329514,0.0054203621440829216,0.005532293253693686,0.33046558704453444,0.12082818294190359,0.012394366197183098,0.038834951456310676,0.16095890410958905,0.05794392523364486,0.6322314049586777,0.2836322869955157,0.45930824008138355,0.14049586776859505,0.33299284984678246,0.8189415041782729,0.37836490528414757,0.15217391304347827,0.07081597647635383,0.33136531365313654,0.019982038616973508,0.5980833170350088,0.10526315789473684,0.15552064631956913
2,0.338,0.338,0.00970299,0.004431194876820243,0.00417456636894674,0.005158812438623366,0.34691295546558704,0.17212608158220025,0.05276995305164319,0.05825242718446602,0.24315068493150685,0.08598130841121496,0.7076446280991735,0.27802690582959644,0.564852492370295,0.2066115702479339,0.28907048008171604,0.7910863509749304,0.39531405782652046,0.18478260869565216,0.0842930654251409,0.4869372693726937,0.06264032330489448,0.6456092313710151,0.19298245614035087,0.40798922800718135
3,0.3912,0.3912,0.0096059601,0.004712892440584021,0.0036863110092964784,0.008191823036763569,0.37398785425101216,0.19561186650185414,0.12732394366197183,0.06472491909385113,0.3116438356164384,0.10467289719626169,0.6962809917355371,0.3010089686098655,0.6683621566632757,0.2644628099173554,0.30337078651685395,0.7576601671309192,0.3693918245264207,0.2717391304347826,0.10218083802989464,0.5425830258302583,0.09474629546475079,0.6874633287698024,0.22807017543859648,0.6119838420107719
4,0.4126,0.4126,0.009509900499,0.0051641521949160225,0.003805929569996816,0.007422475164234009,0.3800607287449393,0.1949938195302843,0.23098591549295774,0.07119741100323625,0.3253424657534247,0.11775700934579439,0.7484504132231405,0.3172645739910314,0.6823499491353001,0.2892561983471074,0.31869254341164455,0.7994428969359332,0.4057826520438684,0.27717391304347827,0.10071061014457242,0.5914391143911439,0.10417602155365963,0.7023274007432035,0.23391812865497075,0.5899910233393177
5,0.4356,0.4356,0.00941480149401,0.005838622706348804,0.003801551157408566,0.008610019767514392,0.3985323886639676,0.22589616810877627,0.19774647887323943,0.07766990291262135,0.3698630136986301,0.12710280373831775,0.7866735537190083,0.31670403587443946,0.719735503560529,0.30578512396694213,0.3391215526046987,0.7910863509749304,0.4247258225324028,0.3423913043478261,0.12472433227150208,0.625239852398524,0.13403682083520432,0.7299041658517504,0.28654970760233917,0.6128815080789947
6,0.4666,0.4666,0.0093206534790699,0.006398254651970333,0.0035873638554172354,0.008475873490995855,0.4033400809716599,0.2357849196538937,0.315868544600939,0.09385113268608414,0.3527397260273973,0.15700934579439252,0.7727272727272727,0.31614349775784756,0.7049847405900305,0.33884297520661155,0.38100102145045966,0.7883008356545961,0.47208374875373876,0.3423913043478261,0.11614800294045577,0.6497416974169742,0.23192635832959138,0.7377273616272247,0.36257309941520466,0.6878366247755835
7,0.4995,0.4995,0.0092274469442792,0.007832584598069754,0.004349362249095139,0.01,0.42813765182186236,0.2620519159456119,0.4567136150234742,0.1262135922330097,0.4143835616438356,0.2411214953271028,0.7732438016528925,0.3335201793721973,0.7418616480162767,0.4297520661157025,0.42083758937691523,0.7799442896935933,0.48205383848454636,0.4076086956521739,0.1340357755452095,0.6281918819188191,0.24539739559946117,0.7312732251124584,0.38011695906432746,0.7255385996409336
8,0.5027,0.5027,0.009135172474836408,0.007709170002696044,0.003848597522888065,0.01,0.4200404858299595,0.265451174289246,0.4398122065727699,0.13915857605177995,0.3801369863013699,0.2205607476635514,0.7742768595041323,0.3307174887892377,0.6963377416073245,0.39669421487603307,0.40755873340143,0.8022284122562674,0.4995014955134596,0.3423913043478261,0.1404067630482725,0.6940221402214022,0.2808711270767849,0.7228632896538236,0.4327485380116959,0.7066876122082585
9,0.5307,0.5307,0.009043820750088045,0.00833256794188441,0.004850781381229119,0.01,0.4291497975708502,0.2710135970333745,0.5100469483568075,0.19093851132686085,0.4349315068493151,0.23738317757009345,0.7949380165289256,0.37387892376681614,0.7611902339776195,0.47107438016528924,0.4371807967313585,0.7966573816155988,0.5229312063808574,0.44021739130434784,0.1987258024993874,0.6788191881918819,0.31365065110013474,0.742812438881283,0.4678362573099415,0.7437163375224417
10,0.5431,0.5431,0.008953382542587164,0.00841817124286948,0.006413826581598921,0.01,0.42889676113360325,0.27441285537700866,0.5352112676056338,0.22006472491909385,0.4280821917808219,0.2411214953271028,0.7871900826446281,0.390695067264574,0.7497456765005086,0.47107438016528924,0.4525025536261491,0.7966573816155988,0.5488534396809571,0.42934782608695654,0.22126929674099485,0.6969741697416975,0.36147283340817243,0.7451593976139252,0.47953216374269003,0.7594254937163375
