round,global_acc,per_client_gen_acc,agg_norm,first_mom_norm,second_mom_norm,delta_mom_norm,flash_amp_new,B_layer_norm,ratio_norm,scaled_delta_norm,warmup,local_c00,local_c01,local_c02,local_c03,local_c04,local_c05,local_c06,local_c07,local_c08,local_c09,local_c10,local_c11,local_c12,local_c13,local_c14,local_c15,local_c16,local_c17,local_c18,local_c19
141,0.6892,0.6892,0.7642209529876709,0.174959197640419,0.6695768237113953,0.00678181910080024,0.010113411112637884,0.006251697269685703,904.641869179451,0.006603209873693766,0,0.7862439273843007,0.701326751002777,0.7378403755868544,0.4886731391585761,0.7138364779874213,0.6931137724550899,0.8546099290780141,0.6329426280074029,0.7620180866254165,0.6830357142857143,0.7753317249698432,0.8463687150837989,0.8285134449518011,0.6850393700787402,0.4913841022790439,0.6529263076025666,0.7921436588103254,0.8996675141795424,0.7237569060773481,0.7058823529411765
142,0.6895,0.6895,0.7959566116333008,0.1767074167728424,0.670958399772644,0.006924221831819002,0.01030453943899176,0.006251697269685703,1000.1466451660411,0.006799938096056861,0,0.7870109946305293,0.705029311940759,0.7408450704225352,0.5048543689320388,0.710062893081761,0.6976047904191617,0.8602836879432624,0.6415792720542874,0.7596382674916706,0.6919642857142857,0.7714113389626055,0.840782122905028,0.8269913749365804,0.6929133858267716,0.5050027793218455,0.6537040637760062,0.7905723905723906,0.8971249755525132,0.7237569060773481,0.7070063694267515
143,0.6892,0.6892,0.7141395807266235,0.17402498424053192,0.6714040040969849,0.005978454370225801,0.008891164142091415,0.006251697269685703,784.3837057096913,0.005365554831855389,0,0.7778061876757862,0.6942301758716446,0.7491079812206572,0.5275080906148867,0.70062893081761,0.6766467065868264,0.8666666666666667,0.6533004318322023,0.7591623036649214,0.6964285714285714,0.7668878166465621,0.835195530726257,0.8259766615930999,0.7007874015748031,0.5250138966092274,0.650009721952168,0.7910213243546577,0.8963426559749658,0.7182320441988951,0.7071937055076808
144,0.6885,0.6885,0.713222861289978,0.17152853310108185,0.6718350648880005,0.005656399580867627,0.008406814501870806,0.006251697269685703,793.8063077666397,0.005402912771453503,0,0.7703912042955766,0.6788028386300524,0.7487323943661972,0.5469255663430421,0.6836477987421383,0.6706586826347305,0.8638297872340426,0.6588525601480567,0.7596382674916706,0.6875,0.7572376357056695,0.835195530726257,0.8269913749365804,0.6929133858267716,0.537798777098388,0.6595372350768034,0.794388327721661,0.8953647565030315,0.7182320441988951,0.7026976395653803
145,0.6892,0.6892,0.7907826900482178,0.1726149469614029,0.673128604888916,0.006671512524128768,0.009896498198927652,0.006251697269685703,991.1006147965413,0.006839388366538161,0,0.7652774226540526,0.6741746374575748,0.7477934272300469,0.5469255663430421,0.6654088050314465,0.6616766467065869,0.8581560283687943,0.6668723010487353,0.7524988100904332,0.6830357142857143,0.7509047044632087,0.8379888268156425,0.8244545915778793,0.6771653543307087,0.5491939966648138,0.6616760645537624,0.796408529741863,0.8961470760805789,0.7348066298342542,0.6995129261895842
146,0.6892,0.6892,0.7921605706214905,0.1728164255619049,0.6744229793548584,0.006590077593947673,0.009756963851366585,0.006251697269685703,965.8338416992439,0.006349953191511152,0,0.7688570698031194,0.6803455723542117,0.7408450704225352,0.5501618122977346,0.6597484276729559,0.6646706586826348,0.8567375886524823,0.674892041949414,0.7553545930509281,0.6741071428571429,0.7427623642943305,0.840782122905028,0.8214104515474379,0.6692913385826772,0.5483602001111729,0.6640093330740813,0.7970819304152638,0.900254253862703,0.7237569060773481,0.6972648932184339
147,0.6882,0.6882,0.7929249405860901,0.17338307201862335,0.6757108569145203,0.006882083930715723,0.010169903231780193,0.006251697269685703,979.6916862309797,0.006762714401240021,0,0.7701355152135004,0.6784942918852206,0.7355868544600939,0.5436893203883495,0.6559748427672956,0.6631736526946108,0.8567375886524823,0.6668723010487353,0.7572584483579248,0.6741071428571429,0.7427623642943305,0.835195530726257,0.8259766615930999,0.6771653543307087,0.5411339633129516,0.6628426988139219,0.8002244668911336,0.9029923723841189,0.712707182320442,0.7017609591607343
148,0.6897,0.6897,0.7721800804138184,0.17371320724487305,0.6767435669898987,0.006837279409369299,0.010088298498702243,0.006251697269685703,901.6010959137899,0.006696925648234728,0,0.7680900025568909,0.6831224930576982,0.7333333333333333,0.5372168284789643,0.6647798742138364,0.6751497005988024,0.8617021276595744,0.6607032695866749,0.7648738695859115,0.6696428571428571,0.747285886610374,0.8379888268156425,0.8346017250126839,0.6771653543307087,0.5297387437465259,0.6577872836865643,0.8008978675645342,0.904361431644827,0.7182320441988951,0.704383664293743
149,0.6905,0.6905,0.8086400628089905,0.1755705624818802,0.6781895756721497,0.007356611276081334,0.010831454927441982,0.006251697269685703,997.5169030581914,0.007297853890438366,0,0.7691127588851956,0.6809626658438753,0.727887323943662,0.5210355987055016,0.6691823899371069,0.6751497005988024,0.8581560283687943,0.6440468846391116,0.7691575440266539,0.6607142857142857,0.7506031363088058,0.8296089385474861,0.8396752917300863,0.6692913385826772,0.5044469149527515,0.6608983083803228,0.8053872053872054,0.9086641893213377,0.7237569060773481,0.7056950168602473
150,0.6885,0.6885,0.7509494423866272,0.17482642829418182,0.6789557337760925,0.006705096181392084,0.009861077491259237,0.006251697269685703,875.6425380961064,0.006315787205286038,0,0.7678343134748147,0.6803455723542117,0.7258215962441315,0.5080906148867314,0.6792452830188679,0.6721556886227545,0.8631205673758865,0.6267735965453424,0.766301761066159,0.6517857142857143,0.7566344993968637,0.8184357541899442,0.837138508371385,0.6456692913385826,0.48332406892718177,0.6657592844643204,0.8134680134680135,0.9092509290044983,0.7348066298342542,0.7081303859123267
151,0.6864,0.6864,0.7647591829299927,0.1748136281967163,0.6798673868179321,0.006569135975378973,0.009648187154447447,0.006251697269685703,919.6178111434627,0.00637335285997941,0,0.7737151623625671,0.687442147485344,0.7276995305164319,0.48220064724919093,0.680503144654088,0.688622754491018,0.8680851063829788,0.6169031462060457,0.772013326987149,0.6607142857142857,0.76145958986731,0.835195530726257,0.8340943683409436,0.6535433070866141,0.47220678154530293,0.664787089247521,0.8049382716049382,0.9129669469978486,0.7348066298342542,0.7182465342825028
152,0.6858,0.6858,0.7375211119651794,0.17428043484687805,0.6804681420326233,0.006267658337763059,0.009197287372918765,0.006251697269685703,839.8078922157005,0.00600045258829276,0,0.776272053183329,0.6942301758716446,0.7258215962441315,0.48220064724919093,0.6937106918238993,0.7020958083832335,0.8695035460992908,0.6119679210363973,0.7767729652546407,0.65625,0.7656815440289505,0.8491620111731844,0.8330796549974632,0.6850393700787402,0.47192884936075596,0.6622593816838421,0.7955106621773288,0.9094465088988852,0.7348066298342542,0.718433870363432
153,0.6864,0.6864,0.7207162976264954,0.17172013223171234,0.6808823347091675,0.005659348464844873,0.008299596831847339,0.006251697269685703,770.0683444494867,0.005514838763854297,0,0.7747379186908719,0.7022523912372725,0.7305164319248826,0.5016181229773463,0.7012578616352201,0.7065868263473054,0.8687943262411347,0.6323257248611968,0.7758210376011423,0.65625,0.767189384800965,0.840782122905028,0.8280060882800608,0.6535433070866141,0.49221789883268485,0.6573984055998444,0.7869809203142536,0.904361431644827,0.7292817679558011,0.7257399775196703
154,0.6856,0.6856,0.7881003618240356,0.17141605913639069,0.6820380091667175,0.006668472331952514,0.00976295937042774,0.006251697269685703,972.093797492223,0.0069580551772046445,0,0.776272053183329,0.7065720456649183,0.7297652582159624,0.5242718446601942,0.7062893081761006,0.7050898203592815,0.8617021276595744,0.6384947563232573,0.7715373631603998,0.6651785714285714,0.7683956574185766,0.8379888268156425,0.8274987316083207,0.6535433070866141,0.5080600333518621,0.6509819171689676,0.7840628507295174,0.8988851946019949,0.7182320441988951,0.7268639940052454
155,0.6871,0.6871,0.8100635409355164,0.1732427179813385,0.6834369897842407,0.007590254313086217,0.011089778060474112,0.006251697269685703,1003.722419425319,0.0075585206218035045,0,0.7772948095116339,0.7078062326442456,0.724131455399061,0.540453074433657,0.7012578616352201,0.7110778443113772,0.8574468085106383,0.6514497223935842,0.7701094716801523,0.6741071428571429,0.7599517490952955,0.8212290502793296,0.8264840182648402,0.6614173228346457,0.5277932184546971,0.6498152829088081,0.7838383838383839,0.8928222178760024,0.7237569060773481,0.7229299363057324
156,0.6877,0.6877,0.7764849662780762,0.17390866577625275,0.6844300627708435,0.007372254295409799,0.010755662314558457,0.006251697269685703,952.4398964336951,0.007151704356585464,0,0.7783175658399386,0.7093489663684048,0.7184976525821596,0.511326860841424,0.6918238993710691,0.7035928143712575,0.8567375886524823,0.6576187538556446,0.7696335078534031,0.6607142857142857,0.7515078407720145,0.8296089385474861,0.8264840182648402,0.6850393700787402,0.5316842690383546,0.6537040637760062,0.7894500561167228,0.8916487385096812,0.712707182320442,0.7165605095541401
157,0.689,0.689,0.7792681455612183,0.17351004481315613,0.6854434013366699,0.0068731338086503585,0.010012673725563854,0.006251697269685703,905.3317272928891,0.006366819921236094,0,0.7747379186908719,0.7056464054304227,0.7173708920187793,0.5080906148867314,0.6792452830188679,0.6961077844311377,0.8553191489361702,0.6508328192473781,0.7701094716801523,0.6339285714285714,0.747285886610374,0.8463687150837989,0.8280060882800608,0.6850393700787402,0.5264035575319622,0.664787089247521,0.7986531986531986,0.8918443184040681,0.7071823204419889,0.7105657549644061
158,0.6913,0.6913,0.7372646927833557,0.17154763638973236,0.6859809756278992,0.006190329156278867,0.009010917879670422,0.006251697269685703,831.9489137888805,0.005879382024832991,0,0.7755049859371005,0.6997840172786177,0.723943661971831,0.49514563106796117,0.6754716981132075,0.6841317365269461,0.8588652482269503,0.6458975940777298,0.7715373631603998,0.6294642857142857,0.7463811821471653,0.8435754189944135,0.8320649416539827,0.6771653543307087,0.5130628126737076,0.6752867975889558,0.8022446689113356,0.8926266379816155,0.712707182320442,0.703446983889097
159,0.6917,0.6917,0.7358523011207581,0.1697392612695694,0.686497688293457,0.006087603579031752,0.008854725888813855,0.006251697269685703,829.8225986173725,0.006162688742006249,0,0.7747379186908719,0.6994754705337859,0.7303286384976526,0.49838187702265374,0.6660377358490566,0.6901197604790419,0.8588652482269503,0.6298581122763726,0.7672536887196573,0.6294642857142857,0.7506031363088058,0.8463687150837989,0.8351090816844241,0.6771653543307087,0.4988882712618121,0.6818977250631927,0.8078563411896745,0.8934089575591629,0.7237569060773481,0.7004496065942301
160,0.692,0.692,0.7667285799980164,0.16985000669956207,0.687346339225769,0.0062854574511673434,0.00913124265066483,0.006251697269685703,898.0778351186328,0.006376101970259637,0,0.7755049859371005,0.7007096575131132,0.7355868544600939,0.511326860841424,0.6742138364779874,0.688622754491018,0.8638297872340426,0.6273904996915485,0.763445978105664,0.6383928571428571,0.7551266586248492,0.840782122905028,0.8361237950279046,0.6771653543307087,0.49221789883268485,0.6859809449737507,0.8092031425364759,0.8922354781928418,0.7182320441988951,0.6987635818658674
161,0.6918,0.6918,0.7940802574157715,0.17238964140415192,0.6884956359863281,0.006889229492331044,0.009991694120697305,0.006251697269685703,947.5566525841473,0.007067301105633052,0,0.7744822296087958,0.6936130823819808,0.7425352112676057,0.517799352750809,0.6836477987421383,0.688622754491018,0.8617021276595744,0.6255397902529303,0.7629700142789148,0.6517857142857143,0.7626658624849216,0.8324022346368715,0.8366311516996449,0.6692913385826772,0.4944413563090606,0.6863698230604706,0.8094276094276094,0.8906708390377469,0.712707182320442,0.6987635818658674
162,0.691,0.691,0.6629230380058289,0.1678137630224228,0.6882445812225342,0.005711132797642197,0.008286075731654192,0.006251697269685703,678.8979836500027,0.0051231157832393615,0,0.7737151623625671,0.6926874421474853,0.7333333333333333,0.511326860841424,0.7031446540880503,0.6946107784431138,0.8687943262411347,0.6280074028377545,0.7672536887196573,0.6651785714285714,0.7693003618817853,0.8240223463687151,0.8427194317605277,0.6692913385826772,0.49388549193996667,0.6815088469764728,0.8089786756453423,0.8920398982984549,0.7237569060773481,0.7051330086174598
163,0.6902,0.6902,0.7886303067207336,0.16813349723815918,0.6893208622932434,0.006553607926256144,0.009493567823642302,0.006251697269685703,955.1384979320419,0.006876897272659265,0,0.7772948095116339,0.6871336007405122,0.7252582159624413,0.511326860841424,0.7044025157232704,0.7065868263473054,0.874468085106383,0.6366440468846392,0.7734412184673964,0.6651785714285714,0.7765379975874548,0.8296089385474861,0.8427194317605277,0.6535433070866141,0.49944413563090606,0.672953529068637,0.807631874298541,0.8957559162918052,0.7348066298342542,0.7094417384788311
164,0.691,0.691,0.7176066040992737,0.1655779778957367,0.6896093487739563,0.006224767520507732,0.009013442305058,0.006251697269685703,788.5238676273026,0.006087800734735747,0,0.7747379186908719,0.6840481332921937,0.7215023474178404,0.517799352750809,0.710691823899371,0.7065868263473054,0.874468085106383,0.634793337446021,0.7786768205616373,0.6741071428571429,0.7774427020506635,0.8379888268156425,0.8437341451040081,0.6535433070866141,0.5063924402445803,0.6671203577678397,0.807631874298541,0.8969293956581263,0.7237569060773481,0.7146871487448483
165,0.6916,0.6916,0.7888184189796448,0.1667667031288147,0.6906720399856567,0.0067755022505454265,0.009795830767838947,0.006251697269685703,935.7585572250385,0.0069497981570971635,0,0.7744822296087958,0.6806541190990435,0.7171830985915493,0.5210355987055016,0.7,0.6991017964071856,0.8794326241134752,0.6378778531770513,0.7801047120418848,0.6741071428571429,0.77291917973462,0.8379888268156425,0.84779299847793,0.6614173228346457,0.5200111172873819,0.6608983083803228,0.8033670033670034,0.9016233131234109,0.7403314917127072,0.7186212064443612
166,0.6919,0.6919,0.7626374959945679,0.1679365485906601,0.6914287805557251,0.006302888926890757,0.009102580805252237,0.006251697269685703,888.6842248302193,0.006113677880578064,0,0.7780618767578624,0.6809626658438753,0.7173708920187793,0.5469255663430421,0.6962264150943396,0.7005988023952096,0.875886524822695,0.6415792720542874,0.7834364588291289,0.6830357142857143,0.767490952955368,0.8296089385474861,0.8422120750887874,0.6771653543307087,0.528349082823791,0.6519541123857671,0.7991021324354658,0.9018188930177977,0.7237569060773481,0.7176845260397152
167,0.6909,0.6909,0.7118949890136719,0.16651476919651031,0.6916365027427673,0.0060832687983215904,0.00878277245601768,0.006251697269685703,763.4296443929784,0.006048403394220719,0,0.7818972129890054,0.6883677877198395,0.7233802816901408,0.5339805825242718,0.6855345911949685,0.6931137724550899,0.8723404255319149,0.6403454657618753,0.7829604950023799,0.6875,0.7566344993968637,0.8296089385474861,0.8335870116692035,0.6535433070866141,0.5200111172873819,0.6494264048220882,0.7966329966329966,0.9029923723841189,0.7182320441988951,0.7158111652304234
168,0.6927,0.6927,0.7112422585487366,0.16533873975276947,0.6918352842330933,0.006009221922474034,0.008673377437937078,0.006251697269685703,789.3199436857411,0.00602006645540462,0,0.7895678854512912,0.6963900030854675,0.7261971830985916,0.5145631067961165,0.6779874213836478,0.687125748502994,0.8695035460992908,0.6384947563232573,0.7791527843883865,0.6830357142857143,0.7509047044632087,0.8268156424581006,0.8300355149670218,0.6456692913385826,0.50917176209005,0.6546762589928058,0.7961840628507295,0.9051437512223743,0.7348066298342542,0.7081303859123267
169,0.6927,0.6927,0.699398398399353,0.1630086451768875,0.6919112801551819,0.005597967071734852,0.00807890884743737,0.006251697269685703,750.1464594881676,0.005644951801945784,0,0.793147532600358,0.6991669237889541,0.7333333333333333,0.5145631067961165,0.6754716981132075,0.6931137724550899,0.8609929078014185,0.6273904996915485,0.7767729652546407,0.6785714285714286,0.7490952955367913,0.8268156424581006,0.8229325215626585,0.6456692913385826,0.4947192884936076,0.6638148940307214,0.7968574635241302,0.9031879522785058,0.7403314917127072,0.7015736230798052
170,0.6926,0.6926,0.7177391648292542,0.16210369765758514,0.6921743154525757,0.0054432198565777384,0.007852598884919506,0.006251697269685703,765.2829922905701,0.005557968932897038,0,0.7977499360777295,0.7124344338167232,0.7389671361502348,0.511326860841424,0.6773584905660377,0.6916167664670658,0.8581560283687943,0.621838371375694,0.7696335078534031,0.6696428571428571,0.746984318455971,0.835195530726257,0.8193810248604769,0.6456692913385826,0.48916064480266813,0.6700369434182384,0.7991021324354658,0.9008409935458634,0.7403314917127072,0.6965155488947171
171,0.6935,0.6935,0.7598361372947693,0.16317570209503174,0.6928836703300476,0.005964698554028399,0.008596107401102657,0.006251697269685703,860.0668169000649,0.006285568007205581,0,0.7980056251598057,0.7195310089478556,0.7449765258215962,0.5080906148867314,0.6849056603773584,0.6931137724550899,0.8609929078014185,0.6236890808143122,0.7710613993336506,0.6875,0.7490952955367913,0.8296089385474861,0.8234398782343988,0.6456692913385826,0.49416342412451364,0.6758701147190356,0.797979797979798,0.8988851946019949,0.7458563535911602,0.6967028849756464
172,0.6959,0.6959,0.8263978958129883,0.1678875833749771,0.6943459510803223,0.007307353489411394,0.010508946630175016,0.006251697269685703,1028.1899931031946,0.007738902317365472,0,0.7921247762720531,0.716754088244369,0.7414084507042253,0.5242718446601942,0.6893081761006289,0.6931137724550899,0.8666666666666667,0.6298581122763726,0.7734412184673964,0.6830357142857143,0.7560313630880579,0.8379888268156425,0.8269913749365804,0.6535433070866141,0.5036131183991106,0.6844254326268715,0.8015712682379349,0.8967338157637395,0.7237569060773481,0.6991382540277258
