round,global_acc,per_client_gen_acc,agg_norm,first_mom_norm,second_mom_norm,delta_mom_norm,flash_amp,local_c00,local_c01,local_c02,local_c03,local_c04,local_c05,local_c06,local_c07,local_c08,local_c09,local_c10,local_c11,local_c12,local_c13,local_c14,local_c15,local_c16,local_c17,local_c18,local_c19
0,0.1285,0.1285,1.126660943031311,0.11266608536243439,0.3454079329967499,0.04408875969361894,0.12727410516326887,0.2569675274865763,0.002776920703486578,0.0022535211267605635,0.02912621359223301,0.005660377358490566,0.014970059880239521,0.15531914893617021,0.27082048118445406,0.4264635887672537,0.022321428571428572,0.12153196622436671,0.4022346368715084,0.1476407914764079,0.047244094488188976,0.032518065591995556,0.057942834921252184,0.10662177328843996,0.37042831996870723,0.11602209944751381,0.03259647808167853
1,0.1695,0.1695,1.1697442531585693,0.20188851654529572,0.3630381226539612,0.036519062846737206,0.10031658931900009,0.32395806699053953,0.08608454180808392,0.0024413145539906103,0.032362459546925564,0.00880503144654088,0.020958083832335328,0.3879432624113475,0.2813078346699568,0.48500713945740126,0.03125,0.11158021712907117,0.5363128491620112,0.18315575849822424,0.07874015748031496,0.03418565869927738,0.1481625510402489,0.019528619528619527,0.5220027381185214,0.049723756906077346,0.056575496440614464
2,0.2217,0.2217,1.1248677968978882,0.2810591757297516,0.3783279359340668,0.03029012404473197,0.07985207830829753,0.43671695218614165,0.22431348349274915,0.06046948356807512,0.038834951456310676,0.013836477987421384,0.040419161676646706,0.4851063829787234,0.2850092535471931,0.4902427415516421,0.06696428571428571,0.10886610373944511,0.547486033519553,0.22120750887874174,0.10236220472440945,0.03446359088382435,0.1578845032082442,0.01728395061728395,0.7187561118716996,0.08287292817679558,0.09647808167853128
3,0.2583,0.2583,1.031225562095642,0.33664682507514954,0.39030107855796814,0.022154498057038195,0.056617523618085766,0.462030171311685,0.2730638691761802,0.20262910798122066,0.05825242718446602,0.0220125786163522,0.08233532934131736,0.5205673758865248,0.26711906230721777,0.47310804378867205,0.08928571428571429,0.11459589867310012,0.505586592178771,0.22323693556570268,0.11023622047244094,0.03501945525291829,0.1802449931946335,0.04264870931537598,0.7580676706434578,0.08839779005524862,0.12401648557512177
4,0.3131,0.3131,0.9725307822227478,0.3715393543243408,0.4003370404243469,0.017058799919386844,0.042504922798429,0.45359243160317053,0.2980561555075594,0.3391549295774648,0.06472491909385113,0.06792452830188679,0.13922155688622753,0.5687943262411348,0.24367674275138804,0.45216563541170873,0.15178571428571427,0.15530759951749096,0.5307262569832403,0.3637747336377473,0.14960629921259844,0.03085047248471373,0.27279797783394905,0.23030303030303031,0.7134754547232545,0.24861878453038674,0.1605470213563132
5,0.371,0.371,0.9405165910720825,0.39341768622398376,0.40928325057029724,0.015007518869053724,0.0365784341627233,0.43671695218614165,0.3508176488738044,0.4135211267605634,0.09061488673139159,0.24465408805031447,0.2470059880239521,0.42127659574468085,0.21036397285626157,0.39838172298905283,0.27232142857142855,0.3555488540410133,0.39664804469273746,0.5474378488077118,0.23622047244094488,0.0358532518065592,0.28251993000194436,0.6177328843995511,0.5984744768237825,0.5303867403314917,0.2746346946421881
6,0.3954,0.3954,0.8927021026611328,0.4040418267250061,0.41690143942832947,0.013357178377881257,0.03196250866269636,0.4561493224239325,0.3869176180191299,0.40507042253521125,0.1715210355987055,0.37735849056603776,0.3413173652694611,0.38652482269503546,0.24120913016656384,0.418848167539267,0.35714285714285715,0.4508443908323281,0.3743016759776536,0.5266362252663622,0.3228346456692913,0.1056142301278488,0.26774256270659147,0.6289562289562289,0.5560336397418345,0.5469613259668509,0.35294117647058826
7,0.4263,0.4263,0.8682353496551514,0.4071597456932068,0.4238007962703705,0.011592815740384715,0.027290004732021037,0.4916901048325237,0.4183893859919778,0.41295774647887323,0.31715210355987056,0.4477987421383648,0.3847305389221557,0.41914893617021276,0.3584207279457125,0.4716801523084246,0.45089285714285715,0.5024125452352232,0.4553072625698324,0.502283105022831,0.3543307086614173,0.24874930516953864,0.2564650981917169,0.5483726150392817,0.5752004693917465,0.5359116022099447,0.39040839265642563
8,0.449,0.449,0.8463502526283264,0.4059431552886963,0.4300861656665802,0.010650262514231689,0.024705646718593703,0.5302991562260292,0.4338167232335699,0.44018779342723,0.4077669902912621,0.48364779874213837,0.40718562874251496,0.502127659574468,0.4651449722393584,0.5069014754878629,0.4732142857142857,0.5265379975874548,0.5502793296089385,0.48909183155758496,0.33858267716535434,0.35825458588104503,0.27202022166050943,0.45521885521885525,0.6295716800312928,0.4861878453038674,0.37748220307231173
9,0.4692,0.4692,0.835003137588501,0.4043010175228119,0.4360007643699646,0.00981317049121264,0.022455728436449177,0.539248274098696,0.433508176488738,0.48845070422535214,0.39805825242718446,0.48553459119496856,0.4041916167664671,0.6,0.49784083898827886,0.5573536411232747,0.5044642857142857,0.5196019300361882,0.6312849162011173,0.49974632166412986,0.3700787401574803,0.3816008893829905,0.33249076414544043,0.4051627384960718,0.6827694113045178,0.430939226519337,0.36418134132633945
