round,global_acc,per_client_gen_acc,client_lr,local_c00,local_c01,local_c02,local_c03,local_c04,local_c05,local_c06,local_c07,local_c08,local_c09,local_c10,local_c11,local_c12,local_c13,local_c14,local_c15,local_c16,local_c17,local_c18,local_c19
0,0.2159,0.2159,0.01,0.22621457489878544,0.08529048207663782,0.04338028169014085,0.03559870550161812,0.07191780821917808,0.03551401869158879,0.568698347107438,0.19786995515695066,0.26551373346897256,0.11570247933884298,0.2379979570990807,0.7409470752089137,0.3988035892323031,0.07608695652173914,0.0313648615535408,0.3933579335793358,0.05994611585092052,0.44709563856835516,0.1286549707602339,0.0572262118491921
1,0.2664,0.2664,0.00278504122979939,0.3256578947368421,0.11526576019777503,0.013521126760563381,0.03559870550161812,0.18835616438356165,0.04672897196261682,0.6663223140495868,0.29091928251121074,0.4865208545269583,0.12396694214876033,0.33605720122574056,0.8328690807799443,0.4002991026919242,0.16304347826086957,0.07302131830433717,0.36,0.022002694207453974,0.5951496186192059,0.10526315789473684,0.12028725314183124
2,0.3237,0.3237,0.001496251206845045,0.35121457489878544,0.15389369592089,0.03305164319248826,0.05825242718446602,0.339041095890411,0.0616822429906542,0.746900826446281,0.32062780269058294,0.6803153611393693,0.19834710743801653,0.3176710929519918,0.7799442896935933,0.37836490528414757,0.31521739130434784,0.12668463611859837,0.486789667896679,0.037269869779973056,0.6256600821435556,0.13450292397660818,0.22262118491921004
3,0.3716,0.3716,0.0010517314076423645,0.3646255060728745,0.18046971569839307,0.12300469483568074,0.05501618122977346,0.3458904109589041,0.09158878504672897,0.7479338842975206,0.32230941704035876,0.694557477110885,0.24793388429752067,0.30337078651685395,0.7688022284122563,0.3773678963110668,0.33152173913043476,0.12104876255819652,0.5520295202952029,0.07184553210597217,0.6616467827107373,0.21637426900584794,0.3916068222621185
4,0.3959,0.3959,0.0008655119454488158,0.37373481781376516,0.1915945611866502,0.20938967136150236,0.061488673139158574,0.3527397260273973,0.10654205607476636,0.7458677685950413,0.3195067264573991,0.7009155645981688,0.2975206611570248,0.31971399387129723,0.7604456824512534,0.3938185443668993,0.34782608695652173,0.1234991423670669,0.5635424354243542,0.10484957341715312,0.6796401329943281,0.24561403508771928,0.4631956912028725
5,0.4064,0.4064,0.0007887961692176759,0.381831983805668,0.19746600741656367,0.2268544600938967,0.06796116504854369,0.363013698630137,0.10654205607476636,0.7386363636363636,0.32567264573991034,0.7164292980671414,0.2809917355371901,0.33707865168539325,0.7437325905292479,0.40428713858424725,0.3695652173913043,0.12594952217593727,0.5577859778597786,0.13201616524472384,0.6931351457070213,0.2573099415204678,0.5132405745062837
6,0.4253,0.4253,0.0007582646212540567,0.38208502024291496,0.20024721878862795,0.2980281690140845,0.07766990291262135,0.3664383561643836,0.1233644859813084,0.7474173553719008,0.3245515695067265,0.7187182095625636,0.3305785123966942,0.34831460674157305,0.7465181058495822,0.423728813559322,0.358695652173913,0.12962509188924284,0.5887822878228782,0.1710821733273462,0.6919616663407002,0.28654970760233917,0.5244614003590664
7,0.4369,0.4369,0.0007450954290106893,0.3848684210526316,0.20241038318912238,0.30215962441314553,0.08090614886731391,0.3664383561643836,0.1308411214953271,0.7432851239669421,0.32903587443946186,0.7304170905391658,0.35537190082644626,0.372829417773238,0.7437325905292479,0.4336989032901296,0.358695652173913,0.1379563832394021,0.5867158671586716,0.19196228109564437,0.6999804420105613,0.2982456140350877,0.5711400359066428
8,0.447,0.447,0.0007331477827392519,0.39068825910931176,0.20704573547589616,0.352112676056338,0.09061488673139159,0.3835616438356164,0.14018691588785046,0.7391528925619835,0.3312780269058296,0.7372838250254323,0.38016528925619836,0.3861082737487232,0.7353760445682451,0.4391824526420738,0.3641304347826087,0.15045332026464103,0.5787453874538745,0.20925011225864393,0.7068257383141013,0.3216374269005848,0.5953770197486535
9,0.4512,0.4512,0.0007167326984927058,0.3917004048582996,0.2088998763906057,0.3385915492957747,0.10679611650485436,0.3767123287671233,0.14766355140186915,0.7505165289256198,0.33408071748878926,0.7316887080366226,0.36363636363636365,0.39734422880490294,0.7437325905292479,0.4571286141575274,0.375,0.14408233276157806,0.5966051660516605,0.2269869779973058,0.7117152356737727,0.34502923976608185,0.618491921005386
10,0.4596,0.4596,0.0006959347520023584,0.3934716599190283,0.21137206427688504,0.36507042253521127,0.10679611650485436,0.386986301369863,0.15140186915887852,0.7453512396694215,0.3335201793721973,0.7385554425228891,0.39669421487603307,0.40755873340143,0.7409470752089137,0.467098703888335,0.3858695652173913,0.14726782651310955,0.5890774907749078,0.2480916030534351,0.7158224134558967,0.36257309941520466,0.6487881508078994
11,0.471,0.471,0.000669919652864337,0.3949898785425101,0.2122991347342398,0.37971830985915495,0.11003236245954692,0.3732876712328767,0.1588785046728972,0.7298553719008265,0.335762331838565,0.737792472024415,0.4049586776859504,0.40960163432073543,0.7325905292479109,0.47208374875373876,0.375,0.14432737074246507,0.6032472324723247,0.2647058823529412,0.7185605319773127,0.3567251461988304,0.6862657091561939
12,0.4745,0.4745,0.000639799574855715,0.4000506072874494,0.21786155747836836,0.38384976525821596,0.11326860841423948,0.3664383561643836,0.16261682242990655,0.7246900826446281,0.3329596412556054,0.7393184130213631,0.4049586776859504,0.4198161389172625,0.7298050139275766,0.47557328015952144,0.375,0.14065180102915953,0.6044280442804428,0.2813201616524472,0.7228632896538236,0.38011695906432746,0.6938958707360862
13,0.477,0.477,0.0006086624343879521,0.3992914979757085,0.21477132262051915,0.3844131455399061,0.11974110032362459,0.3732876712328767,0.15514018691588785,0.7391528925619835,0.34360986547085204,0.7484740590030519,0.4132231404958678,0.42390194075587334,0.7381615598885793,0.48504486540378866,0.375,0.14996324430286695,0.6183025830258303,0.2918724741805119,0.723645609231371,0.40350877192982454,0.6793087971274686
14,0.4829,0.4829,0.0005759581690654159,0.4056174089068826,0.22280593325092707,0.39943661971830985,0.12944983818770225,0.3698630136986301,0.16448598130841122,0.7365702479338843,0.3447309417040359,0.7400813835198372,0.4049586776859504,0.43922369765066394,0.7437325905292479,0.4945164506480558,0.375,0.15388385199705953,0.6107749077490775,0.3066906151773687,0.7338157637394875,0.39766081871345027,0.6997307001795332
15,0.484,0.484,0.0005443750414997339,0.4043522267206478,0.21909765142150803,0.40582159624413144,0.12944983818770225,0.363013698630137,0.16074766355140188,0.7386363636363636,0.34641255605381166,0.7431332655137335,0.4214876033057851,0.44433094994892747,0.7409470752089137,0.5014955134596212,0.3858695652173913,0.15853957363391324,0.6057564575645756,0.31903906600808263,0.7347936632114219,0.40350877192982454,0.6952423698384201
16,0.4896,0.4896,0.0005148855270817876,0.4061234817813765,0.22404202719406674,0.41821596244131454,0.13268608414239483,0.3698630136986301,0.17009345794392525,0.7355371900826446,0.34417040358744394,0.7479654120040692,0.4132231404958678,0.4473953013278856,0.7381615598885793,0.5104685942173479,0.3695652173913043,0.15657926978681697,0.6025092250922509,0.3320610687022901,0.7375317817328378,0.4269005847953216,0.7275583482944344
17,0.4947,0.4947,0.00048700813204050064,0.40713562753036436,0.2265142150803461,0.4311737089201878,0.1423948220064725,0.3664383561643836,0.17570093457943925,0.7417355371900827,0.3413677130044843,0.7482197355035606,0.4132231404958678,0.4473953013278856,0.7465181058495822,0.5124626121635095,0.3858695652173913,0.15412888997794658,0.6224354243542436,0.34081724292770543,0.7365538822609036,0.4269005847953216,0.7235188509874326
18,0.495,0.495,0.0004619130922947079,0.4040991902834008,0.22373300370828184,0.424037558685446,0.14563106796116504,0.363013698630137,0.17383177570093458,0.7365702479338843,0.3452914798206278,0.7423702950152594,0.39669421487603307,0.4616956077630235,0.7576601671309192,0.5219341974077767,0.3695652173913043,0.15314873805439844,0.6181549815498155,0.35294117647058826,0.7371406219440642,0.4502923976608187,0.7327199281867145
19,0.4995,0.4995,0.0004384847707115114,0.4056174089068826,0.226823238566131,0.4405633802816901,0.14563106796116504,0.3664383561643836,0.18130841121495328,0.7407024793388429,0.34641255605381166,0.7484740590030519,0.4132231404958678,0.4606741573033708,0.7520891364902507,0.5234297108673978,0.375,0.16049987748100955,0.6259778597785978,0.3574315222272115,0.7377273616272247,0.4444444444444444,0.7313734290843806
20,0.5037,0.5037,0.00041809576214291155,0.40789473684210525,0.23207663782447466,0.44018779342723,0.15857605177993528,0.3664383561643836,0.18130841121495328,0.7448347107438017,0.3508968609865471,0.7428789420142421,0.39669421487603307,0.46782431052093976,0.766016713091922,0.536889332003988,0.3695652173913043,0.16319529527076698,0.6278966789667897,0.3702290076335878,0.741443379620575,0.47953216374269003,0.7365350089766607
21,0.5032,0.5032,0.00039958060369826853,0.41270242914979755,0.2357849196538937,0.4354929577464789,0.1553398058252427,0.3664383561643836,0.17943925233644858,0.7360537190082644,0.35818385650224216,0.7466937945066124,0.4049586776859504,0.4698672114402451,0.7437325905292479,0.5304087736789631,0.3804347826086957,0.1646655231560892,0.6311439114391144,0.37696452626852267,0.7486798357128888,0.47368421052631576,0.7275583482944344
22,0.5065,0.5065,0.0003835864190477878,0.4089068825910931,0.230840543881335,0.443943661971831,0.15210355987055016,0.363013698630137,0.18317757009345795,0.7360537190082644,0.3548206278026906,0.7540691759918616,0.4214876033057851,0.4780388151174668,0.7353760445682451,0.5413758723828515,0.375,0.17030139671649105,0.6216974169741697,0.3902110462505613,0.7447682378251516,0.47953216374269003,0.7392280071813285
