round,flagged_count,flagged_layer3_count,flagged_layer4_count,flagged_client_ids,flagged_layer3_ids,flagged_layer4_ids,global_acc
101,10,8,10,5;7;8;9;10;11;12;13;15;17,5;7;8;9;11;12;13;15,5;7;8;9;10;11;12;13;15;17,0.6666
102,10,8,10,5;7;8;9;10;11;12;13;15;17,5;7;8;9;11;12;13;15,5;7;8;9;10;11;12;13;15;17,0.6522
103,10,8,10,5;7;8;9;10;11;12;13;15;17,5;7;8;9;11;12;13;15,5;7;8;9;10;11;12;13;15;17,0.6498
104,10,8,10,5;7;8;9;10;11;12;13;15;17,5;7;8;9;11;12;13;15,5;7;8;9;10;11;12;13;15;17,0.6423
105,10,8,10,5;7;8;9;10;11;12;13;15;17,5;7;8;9;11;12;13;15,5;7;8;9;10;11;12;13;15;17,0.6385
106,10,8,10,5;7;8;9;10;11;12;13;15;17,5;7;8;9;11;12;13;15,5;7;8;9;10;11;12;13;15;17,0.6376
107,10,8,10,5;7;8;9;10;11;12;13;15;17,5;7;8;9;11;12;13;15,5;7;8;9;10;11;12;13;15;17,0.6365
108,10,8,9,5;7;8;9;10;11;12;13;15;17,5;7;8;9;11;12;13;15,5;7;8;9;10;11;13;15;17,0.6383
109,5,4,3,7;9;12;13;17,7;9;12;13,9;13;17,0.6337
110,2,2,0,10;12,10;12,,0.6055
111,1,1,0,10,10,,0.6071
112,1,1,0,10,10,,0.5923
113,1,1,0,10,10,,0.5981
114,1,1,0,10,10,,0.5982
115,1,1,0,10,10,,0.6076
116,1,1,0,10,10,,0.6018
117,1,1,0,10,10,,0.5873
118,1,1,0,10,10,,0.5959
119,1,1,0,10,10,,0.5863
120,1,1,0,10,10,,0.5951
121,0,0,0,,,,0.5994
122,0,0,0,,,,0.59
123,0,0,0,,,,0.6081
124,0,0,0,,,,0.5965
125,0,0,0,,,,0.592
126,0,0,0,,,,0.605
127,0,0,0,,,,0.5879
128,0,0,0,,,,0.5947
129,0,0,0,,,,0.5908
130,0,0,0,,,,0.6023
131,0,0,0,,,,0.5972
132,0,0,0,,,,0.5937
133,0,0,0,,,,0.5976
134,0,0,0,,,,0.5999
135,0,0,0,,,,0.5896
136,0,0,0,,,,0.6026
137,0,0,0,,,,0.593
138,0,0,0,,,,0.6111
139,0,0,0,,,,0.5892
140,0,0,0,,,,0.6024
141,0,0,0,,,,0.5925
142,0,0,0,,,,0.6068
