round,global_acc,per_client_gen_acc,lr,local_c00,local_c01,local_c02,local_c03,local_c04,local_c05,local_c06,local_c07,local_c08,local_c09,local_c10,local_c11,local_c12,local_c13,local_c14,local_c15,local_c16,local_c17,local_c18,local_c19
0,0.1,0.1,0.02,0.2597801073894145,0.0015427337241592102,0.0020657276995305163,0.016181229773462782,0.0037735849056603774,0.01347305389221557,0.031914893617021274,0.2689697717458359,0.401713469776297,0.022321428571428572,0.10615199034981906,0.29608938547486036,0.0025367833587011668,0.03937007874015748,0.032795997776542525,0.0009721952167995333,0.0053872053872053875,0.35673772736162723,0.027624309392265192,0.03259647808167853
1,0.1959,0.1959,0.02,0.4822296087957044,0.26997840172786175,0.021971830985915493,0.032362459546925564,0.011320754716981131,0.038922155688622756,0.23191489361702128,0.28192473781616284,0.40932889100428366,0.05357142857142857,0.10645355850422196,0.3435754189944134,0.0289193302891933,0.07874015748031496,0.033351862145636464,0.02858253937390628,0.008529741863075197,0.7539604928613338,0.049723756906077346,0.10453353315848632
2,0.2845,0.2845,0.02,0.4824852978777806,0.3190373341561247,0.20300469483568076,0.04854368932038835,0.04591194968553459,0.11077844311377245,0.44113475177304967,0.2665021591610117,0.4407425035697287,0.10267857142857142,0.12394451145958987,0.44972067039106145,0.18619989852866564,0.16535433070866143,0.033073929961089495,0.3352129107524791,0.1063973063973064,0.7459417171914727,0.19337016574585636,0.16410640689396777
3,0.2832,0.2832,0.02,0.5241626182562005,0.3434125269978402,0.13107981220657278,0.05825242718446602,0.05157232704402516,0.1317365269461078,0.40354609929078017,0.2850092535471931,0.4883388862446454,0.11160714285714286,0.1706875753920386,0.45251396648044695,0.2780314561136479,0.1732283464566929,0.0358532518065592,0.12930196383433792,0.20404040404040405,0.7883825542734207,0.22099447513812154,0.18696140876732859
4,0.4304,0.4304,0.02,0.49731526463819997,0.4171551990126504,0.612206572769953,0.08737864077669903,0.310062893081761,0.34281437125748504,0.5893617021276596,0.24429364589759409,0.4635887672536887,0.30357142857142855,0.3658021712907117,0.5167597765363129,0.4642313546423135,0.2992125984251969,0.03696498054474708,0.5364573206299825,0.4179573512906846,0.6518677879913944,0.43646408839779005,0.2562757587111278
5,0.3941,0.3941,0.02,0.6146765533111737,0.48225856217216906,0.27436619718309857,0.1262135922330097,0.21257861635220127,0.31137724550898205,0.47375886524822697,0.3158544108574954,0.5649690623512613,0.24553571428571427,0.32418576598311216,0.5111731843575419,0.44495180111618465,0.30708661417322836,0.0744858254585881,0.19463348240326658,0.4217732884399551,0.7885781341678075,0.3867403314917127,0.33027351067815663
6,0.4704,0.4704,0.02,0.6341089235489644,0.5495217525455106,0.5675117370892019,0.16181229773462782,0.32955974842767294,0.4416167664670659,0.6156028368794326,0.3096853793954349,0.5364112327463113,0.36160714285714285,0.396562123039807,0.5754189944134078,0.5144596651445966,0.4015748031496063,0.09282934963868816,0.4866809255298464,0.48305274971941636,0.7447682378251516,0.4972375690607735,0.2789434245035594
7,0.4817,0.4817,0.02,0.6348759907951931,0.5217525455106449,0.5027230046948357,0.23624595469255663,0.3641509433962264,0.4251497005988024,0.626241134751773,0.391733497840839,0.5878153260352214,0.36607142857142855,0.44903498190591074,0.6396648044692738,0.547945205479452,0.3779527559055118,0.18371317398554754,0.40307213688508653,0.4877665544332211,0.7809505182867201,0.48066298342541436,0.33514424878231547
8,0.5072,0.5072,0.02,0.6739964203528509,0.5813020672631903,0.5438497652582159,0.22330097087378642,0.4050314465408805,0.4820359281437126,0.6375886524822695,0.364589759407773,0.5806758686339838,0.41517857142857145,0.4686369119420989,0.611731843575419,0.5525114155251142,0.3937007874015748,0.1556420233463035,0.47015360684425433,0.5162738496071829,0.7946411108938001,0.4972375690607735,0.3606219557886849
9,0.5367,0.5367,0.02,0.6428023523395551,0.5226781857451404,0.5902347417840376,0.3592233009708738,0.479874213836478,0.46407185628742514,0.650354609929078,0.4676125848241826,0.606853879105188,0.5,0.5506634499396864,0.6731843575418994,0.6017250126839168,0.36220472440944884,0.28793774319066145,0.4192105774839588,0.5584736251402918,0.7950322706825739,0.5303867403314917,0.3911577369801424
10,0.5569,0.5569,0.02,0.6847353618000511,0.5921012033323049,0.6114553990610329,0.34951456310679613,0.5220125786163522,0.5284431137724551,0.6581560283687943,0.4552745219000617,0.5944788196097096,0.49107142857142855,0.580518697225573,0.6508379888268156,0.6133942161339422,0.44881889763779526,0.28265703168426903,0.4528485319852226,0.5780022446689114,0.8020731468805007,0.569060773480663,0.4181341326339453
11,0.5637,0.5637,0.02,0.6783431347481462,0.5754396791113854,0.6236619718309859,0.3818770226537217,0.5232704402515723,0.5,0.7085106382978723,0.47871684145589144,0.6263683960019039,0.5133928571428571,0.580518697225573,0.7011173184357542,0.634703196347032,0.4645669291338583,0.31823235130628125,0.50009721952168,0.5741863075196408,0.8061803246626247,0.5580110497237569,0.4171974522292994
12,0.5864,0.5864,0.02,0.6967527486576324,0.6004319654427646,0.6225352112676056,0.49514563106796117,0.5572327044025157,0.5329341317365269,0.7092198581560284,0.5601480567550895,0.6406473108043789,0.5580357142857143,0.6127864897466827,0.6927374301675978,0.6357179096905125,0.49606299212598426,0.4388549193996665,0.4394322379933891,0.5744107744107744,0.811265401916683,0.5580110497237569,0.4810790558261521
13,0.593,0.593,0.02,0.6967527486576324,0.6029003394014193,0.615774647887324,0.4174757281553398,0.5679245283018868,0.5538922155688623,0.673049645390071,0.5015422578655151,0.6549262256068539,0.5625,0.6299758745476478,0.6787709497206704,0.6621004566210046,0.5039370078740157,0.34018899388549195,0.4752090219716119,0.6473625140291807,0.8224134558967339,0.6022099447513812,0.4945672536530536
14,0.6047,0.6047,0.02,0.6913832779340322,0.5945695772909596,0.6591549295774648,0.46601941747572817,0.5628930817610063,0.531437125748503,0.7184397163120567,0.5508945095619988,0.6644455021418372,0.6071428571428571,0.635102533172497,0.7067039106145251,0.669710806697108,0.5275590551181102,0.41078376876042244,0.4744312657981723,0.6262626262626263,0.824955994523763,0.585635359116022,0.49344323716747845
15,0.6103,0.6103,0.02,0.6890820761953464,0.5865473619253316,0.6448826291079812,0.517799352750809,0.5660377358490566,0.5419161676646707,0.7304964539007093,0.5663170882171499,0.6820561637315564,0.5892857142857143,0.6348009650180941,0.7067039106145251,0.6894977168949772,0.5354330708661418,0.43829905503057254,0.47968111996888974,0.6359147025813693,0.8378642675532956,0.5966850828729282,0.5236043461970775
16,0.6211,0.6211,0.02,0.7072360010227563,0.6189447701326751,0.6777464788732395,0.45307443365695793,0.5880503144654088,0.5583832335329342,0.7212765957446808,0.5163479333744602,0.6744407425035698,0.6294642857142857,0.6486731001206273,0.6815642458100558,0.6834094368340944,0.5354330708661418,0.37326292384658144,0.5350962473264631,0.6581369248035914,0.8325836104048504,0.6519337016574586,0.5496440614462346
17,0.6274,0.6274,0.02,0.7059575556123754,0.6195618636223388,0.6777464788732395,0.5372168284789643,0.5641509433962264,0.5643712574850299,0.7177304964539007,0.5965453423812461,0.6815801999048072,0.5892857142857143,0.6387213510253317,0.6983240223463687,0.715372907153729,0.5669291338582677,0.4947192884936076,0.4983472681314408,0.6859708193041526,0.8241736749462155,0.6519337016574586,0.5372798801049082
18,0.6321,0.6321,0.02,0.72513423676809,0.6322122801604443,0.6860093896713615,0.45307443365695793,0.6050314465408805,0.5778443113772455,0.749645390070922,0.5478099938309685,0.6996668253212756,0.6383928571428571,0.6670687575392038,0.7206703910614525,0.71740233384069,0.5984251968503937,0.41245136186770426,0.5360684425432627,0.6684624017957351,0.8355173088206532,0.6408839779005525,0.5702510303484452
19,0.6316,0.6316,0.02,0.7156737407312708,0.6164763961740204,0.6796244131455399,0.49838187702265374,0.5666666666666667,0.561377245508982,0.7418439716312056,0.5663170882171499,0.7006187529747739,0.6116071428571429,0.6459589867310012,0.7262569832402235,0.7285641806189751,0.5826771653543307,0.4313507504168983,0.5222632704647093,0.7034792368125702,0.8474476823782515,0.6629834254143646,0.5586361933308355
